priority,gene_id,ec_number,mnxr_id,bigg_reaction,kegg_reaction,missing_metabolites_count,missing_metabolites,equation
P3,YALI1E14153g,1.3.1.76,MNXR146426,SHCHD2_1,,2,MNXM739347|MNXM8,1 MNXM10@MNXD1 + 1 MNXM740870@MNXD1 = 1 MNXM739347@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E14153g,1.3.1.76,MNXR197771,,,3,MNXM1372007|MNXM740871|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM740871@MNXD1 = 1 MNXM1372007@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E14316g,3.5.4.6,MNXR131036,,,1,MNXM729302,1 MNXM1922@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM432@MNXD1 + 1 WATER@MNXD1
P3,YALI1E14316g,3.5.4.6,MNXR135473,,,3,MNXM11220|MNXM7215|MNXM729302,1 MNXM11220@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM7215@MNXD1 + 1 WATER@MNXD1
P3,YALI1E15432g,2.1.1.71,MNXR177890,,,2,MNXM1107699|MNXM32125,1 MNXM1102167@MNXD1 + 1 MNXM1107699@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363767@MNXD1 + 1 MNXM32125@MNXD1
P3,YALI1E15432g,2.1.1.71,MNXR146291,,,1,MNXM1107699,1 MNXM1102167@MNXD1 + 1 MNXM1107699@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363767@MNXD1 + 1 MNXM739987@MNXD1
P3,YALI1E15432g,2.1.1.71,MNXR146290,,,2,MNXM726688|MNXM739988,1 MNXM1102167@MNXD1 + 1 MNXM726688@MNXD1 = 1 MNXM1363767@MNXD1 + 1 MNXM739988@MNXD1
P3,YALI1E15432g,2.1.1.71,MNXR166785,,,0,,1 MNXM1102167@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM32125@MNXD1 = 1 MNXM1363767@MNXD1 + 1 MNXM32126@MNXD1
P3,YALI1E15432g,2.1.1.71,MNXR146261,,,2,MNXM739988|MNXM741385,1 MNXM1102167@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM739988@MNXD1 = 1 MNXM1363767@MNXD1 + 1 MNXM741385@MNXD1
P3,YALI1E15432g,2.1.1.71,MNXR166786,,,2,MNXM1364390|MNXM32125,1 MNXM1102167@MNXD1 + 1 MNXM1364390@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363767@MNXD1 + 1 MNXM32125@MNXD1
P3,YALI1E15432g,2.1.1.71,MNXR197764,,,2,MNXM1363766|MNXM726687,1 MNXM1102167@MNXD1 + 1 MNXM726687@MNXD1 = 1 MNXM1363766@MNXD1 + 1 MNXM739987@MNXD1
P3,YALI1E15432g,2.1.1.71,MNXR197762,,,2,MNXM1363766|MNXM741386,1 MNXM1102167@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM739987@MNXD1 = 1 MNXM1363766@MNXD1 + 1 MNXM741386@MNXD1
P3,YALI1E15659g,2.1.1.14,MNXR132173,,,2,MNXM166567|MNXM169221,1 MNXM123@MNXD1 + 1 MNXM166567@MNXD1 = 1 MNXM169221@MNXD1 + 1 MNXM738804@MNXD1
P3,YALI1E17214g,1.1.1.37,MNXR129395,,,2,MNXM166119|MNXM166120,1 MNXM1107192@MNXD1 + 1 MNXM166119@MNXD1 = 1 MNXM166120@MNXD1 + 1 MNXM46@MNXD1
P3,YALI1E17214g,1.1.1.37,MNXR129599,,,2,MNXM163867|MNXM163868,1 MNXM1107192@MNXD1 + 1 MNXM163867@MNXD1 = 1 MNXM163868@MNXD1 + 1 MNXM46@MNXD1
P3,YALI1E17214g,1.1.1.37,MNXR129412,,,0,,1 MNXM1103300@MNXD1 + 1 MNXM1107192@MNXD1 = 1 MNXM46@MNXD1 + 1 MNXM507495@MNXD1
P3,YALI1E17214g,1.1.1.37,MNXR129401,,,2,MNXM727847|MNXM728473,1 MNXM1107192@MNXD1 + 1 MNXM728473@MNXD1 = 1 MNXM46@MNXD1 + 1 MNXM727847@MNXD1
P3,YALI1E17214g,1.1.1.37,MNXR144304,,,1,MNXM588097,1 MNXM1107192@MNXD1 + 1 MNXM588097@MNXD1 = 3 MNXM1@MNXD1 + 1 MNXM46@MNXD1 + 1 MNXM507495@MNXD1
P3,YALI1E17214g,1.1.1.37,MNXR133959,,,1,MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM46@MNXD1 = 1 MNXM1608@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E17214g,1.1.1.37,MNXR129407,,,2,MNXM1102098|MNXM162778,1 MNXM1102098@MNXD1 + 1 MNXM1107192@MNXD1 = 1 MNXM162778@MNXD1 + 1 MNXM46@MNXD1
P3,YALI1E17214g,1.1.1.37,MNXR172850,,,2,MNXM726663|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM730221@MNXD1 = 1 MNXM726663@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E17616g,2.4.1.15,MNXR144775,,,0,,1 MNXM1102128@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM448@MNXD1 = 1 MNXM1105856@MNXD1 + 1 MNXM1364019@MNXD1
P3,YALI1E21128g,1.1.1.1,MNXR146257,R_RDH4,,3,MNXM1363774|MNXM1364168|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364168@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363774@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E21128g,1.1.1.1,MNXR95718,R_ALCD23xim,,3,MNXM5188|MNXM5189|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM5189@MNXD1 = 1 MNXM5188@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E26181g,2.4.1.16,MNXR173445,,,1,MNXM46301,1 MNXM1102128@MNXD1 + 1 MNXM46301@MNXD1 = 1 MNXM1104529@MNXD1
P3,YALI1E26181g,2.4.1.16,MNXR165818,,,2,MNXM1088982|MNXM1088983,1 MNXM1088982@MNXD1 + 1 MNXM1104529@MNXD1 = 1 MNXM1088983@MNXD1 + 1 MNXM1102128@MNXD1
P3,YALI1E26181g,2.4.1.16,MNXR135161,,,0,,1 MNXM1102128@MNXD1 = 1 MNXM1104529@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR101146,R_LPLIPAL1A180pp,,3,MNXM236|MNXM66|MNXM734212,1 MNXM1@MNXD1 + 1 MNXM236@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM734212@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR101141,R_LPLIPAL1A120pp,,3,MNXM1103432|MNXM402|MNXM66,1 MNXM1103432@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM402@MNXD1 + 1 MNXM66@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR145466,R_LPLIPAL2E160,,3,MNXM108|MNXM1364224|MNXM34810,1 MNXM108@MNXD1 + 1 MNXM1364224@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM34810@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR101162,R_LPLIPAL2A120,,3,MNXM402|MNXM5461|MNXM66,1 MNXM402@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5461@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR101164,R_LPLIPAL2A141,,2,MNXM5490|MNXM66,1 MNXM1364443@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5490@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR145468,R_LPLIPAL2E180,,3,MNXM1364224|MNXM236|MNXM34811,1 MNXM1364224@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM236@MNXD1 = 1 MNXM34811@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR195490,R_LPLIPAL2A160,,3,MNXM108|MNXM1370217|MNXM66,1 MNXM108@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM1370217@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR145464,R_LPLIPAL1A160pp,,3,MNXM108|MNXM66|MNXM732965,1 MNXM108@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM732965@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR101155,R_LPLIPAL1G120pp,,3,MNXM1106891|MNXM147673|MNXM402,1 MNXM1106891@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM402@MNXD1 = 1 MNXM147673@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR101142,R_LPLIPAL1A140pp,,3,MNXM1371573|MNXM314|MNXM66,1 MNXM1371573@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM314@MNXD1 + 1 MNXM66@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR195492,R_LPLIPAL2A180,,3,MNXM1370227|MNXM236|MNXM66,1 MNXM1370227@MNXD1 + 1 WATER@MNXD1 = 1 MNXM236@MNXD1 + 1 MNXM66@MNXD1
P3,YALI1E26513g,3.1.1.5,MNXR101163,R_LPLIPAL2A140,,3,MNXM314|MNXM5491|MNXM66,1 MNXM314@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5491@MNXD1 + 1 WATER@MNXD1
P3,YALI1E26811g,1.1.1.49,MNXR133483,,,3,MNXM164126|MNXM730536|MNXM8,1 MNXM10@MNXD1 + 1 MNXM164126@MNXD1 = 1 MNXM730536@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E26811g,1.1.1.49,MNXR133463,,,3,MNXM1104491|MNXM1106942|MNXM165178,1 MNXM1104491@MNXD1 + 1 MNXM165178@MNXD1 = 1 MNXM1106942@MNXD1 + 1 MNXM1364111@MNXD1
P3,YALI1E26811g,1.1.1.49,MNXR133480,,,2,MNXM164377|MNXM8,1 MNXM10@MNXD1 + 1 MNXM164377@MNXD1 = 1 MNXM1103987@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E26811g,1.1.1.49,MNXR133471,,,1,MNXM164377,1 MNXM1103987@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM164377@MNXD1 + 1 MNXM738702@MNXD1
P3,YALI1E26811g,1.1.1.49,MNXR133464,,,3,MNXM1102098|MNXM1104491|MNXM162778,1 MNXM1102098@MNXD1 + 1 MNXM1364111@MNXD1 = 1 MNXM1104491@MNXD1 + 1 MNXM162778@MNXD1
P3,YALI1E26811g,1.1.1.49,MNXR133474,,,2,MNXM164126|MNXM730536,1 MNXM164126@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM730536@MNXD1
P3,YALI1E26811g,1.1.1.49,MNXR131926,,,3,MNXM1104491|MNXM163869|MNXM167613,1 MNXM1104491@MNXD1 + 1 MNXM167613@MNXD1 = 1 MNXM1364111@MNXD1 + 1 MNXM163869@MNXD1
P3,YALI1E27144g,6.1.1.20,MNXR116123,,,2,MNXM162944|MNXM90753,1 MNXM11@MNXD1 + 1 MNXM162944@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM741664@MNXD1 + 1 MNXM90753@MNXD1
P3,YALI1E27144g,6.1.1.20,MNXR166021,,,2,MNXM1091278|MNXM741195,1 MNXM1091278@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741664@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741195@MNXD1
P3,YALI1E27144g,6.1.1.20,MNXR200425,,,2,MNXM1563153|MNXM90753,1 MNXM11@MNXD1 + 1 MNXM1563153@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM76@MNXD1 + 1 MNXM90753@MNXD1
P3,YALI1E27144g,6.1.1.20,MNXR146001,,,2,MNXM741197|MNXM90753,1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741197@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM741664@MNXD1 + 1 MNXM90753@MNXD1
P3,YALI1E27144g,6.1.1.20,MNXR187663,,,1,MNXM90753,1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM741664@MNXD1 + 1 MNXM90753@MNXD1
P3,YALI1E27144g,6.1.1.20,MNXR146000,,,2,MNXM741196|MNXM90753,1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741196@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM741664@MNXD1 + 1 MNXM90753@MNXD1
P3,YALI1E28575g,6.2.1.5,MNXR199687,,,3,MNXM1104115|MNXM2800|MNXM727276,1 MNXM1104115@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2800@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E28575g,6.2.1.5,MNXR180388,,,1,MNXM727276,1 MNXM1104774@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM25@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130054,,,2,MNXM167827|MNXM169068,1 MNXM167827@MNXD1 = 1 MNXM169068@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130870,,,2,MNXM164251|MNXM166192,1 MNXM164251@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166192@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130093,,,2,MNXM165348|MNXM167937,1 MNXM165348@MNXD1 = 1 MNXM167937@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130871,,,2,MNXM164308|MNXM166399,1 MNXM164308@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166399@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130044,,,2,MNXM167828|MNXM169069,1 MNXM167828@MNXD1 = 1 MNXM169069@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130869,,,2,MNXM164084|MNXM165614,1 MNXM164084@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM165614@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130875,,,1,MNXM166167,1 MNXM166167@MNXD1 = 1 MNXM32014@MNXD1 + 1 MNXM490899@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130100,,,2,MNXM167823|MNXM169071,1 MNXM167823@MNXD1 = 1 MNXM169071@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130047,,,2,MNXM168617|MNXM169070,1 MNXM168617@MNXD1 = 1 MNXM169070@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130098,,,2,MNXM165605|MNXM34488,1 MNXM165605@MNXD1 = 1 MNXM34488@MNXD1 + 1 MNXM490899@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130874,,,2,MNXM168768|MNXM168769,1 MNXM168768@MNXD1 = 1 MNXM168769@MNXD1 + 1 MNXM490899@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130084,,,2,MNXM167938|MNXM169073,1 MNXM167938@MNXD1 = 1 MNXM169073@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130872,,,2,MNXM164311|MNXM166413,1 MNXM164311@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166413@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130040,,,2,MNXM165126|MNXM75004,1 MNXM165126@MNXD1 = 1 MNXM490899@MNXD1 + 1 MNXM75004@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130055,,,2,MNXM163995|MNXM169345,1 MNXM163995@MNXD1 = 1 MNXM169345@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130089,,,2,MNXM164811|MNXM165126,1 MNXM164811@MNXD1 = 1 MNXM165126@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130198,,,2,MNXM165349|MNXM169346,1 MNXM165349@MNXD1 = 1 MNXM169346@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130873,,,2,MNXM164290|MNXM166322,1 MNXM164290@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166322@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130083,,,2,MNXM164318|MNXM166468,1 MNXM164318@MNXD1 + 1 MNXM490899@MNXD1 = 1 MNXM166468@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130085,,,2,MNXM168764|MNXM66204,1 MNXM168764@MNXD1 = 1 MNXM490899@MNXD1 + 1 MNXM66204@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130092,,,2,MNXM163996|MNXM164811,1 MNXM163996@MNXD1 = 1 MNXM164811@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130041,,,1,MNXM167833,1 MNXM1093274@MNXD1 = 1 MNXM167833@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130102,,,2,MNXM167822|MNXM169067,1 MNXM167822@MNXD1 = 1 MNXM169067@MNXD1
P3,YALI1E28631g,4.4.1.5,MNXR130103,,,2,MNXM167838|MNXM169072,1 MNXM167838@MNXD1 = 1 MNXM169072@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR181991,,,2,MNXM1103381|MNXM1103531,1 MNXM1103381@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1103531@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR182579,,,0,,1 MNXM1103841@MNXD1 + 4 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1104336@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR130441,,,2,MNXM1104689|MNXM169222,1 MNXM1104689@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM169222@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR105464,r1382,,2,MNXM1103936|MNXM165176,1 MNXM1103936@MNXD1 + 6 MNXM3@MNXD1 + 6 MNXM741173@MNXD1 + 6 WATER@MNXD1 = 1 MNXM165176@MNXD1 + 6 MNXM40333@MNXD1 + 6 MNXM9@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR169761,,,2,MNXM1088856|MNXM1088857,1 MNXM1088856@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1088857@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR169760,,,2,MNXM1088843|MNXM1088887,1 MNXM1088843@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1088887@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR135309,,,0,,1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR135408,,,2,MNXM33047|MNXM723237,4 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM723237@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM33047@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR131208,,,2,MNXM165304|MNXM165305,1 MNXM165304@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM165305@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR137935,R_10FTHFGLULLm,,1,MNXM164047,1 MNXM1102376@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM164047@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR173372,,,0,,1 MNXM1103840@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR181992,,,2,MNXM1103379|MNXM1103381,1 MNXM1103379@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1103381@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR144502,,,1,MNXM1103936,1 MNXM1103840@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1103936@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1
P3,YALI1E29179g,6.3.2.17,MNXR165409,,,2,MNXM1088934|MNXM1088935,1 MNXM1088934@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1088935@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E29319g,6.1.1.4,MNXR200419,,,2,MNXM1563026|MNXM90880,1 MNXM11@MNXD1 + 1 MNXM1563026@MNXD1 + 1 MNXM728294@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM4024@MNXD1 + 1 MNXM90880@MNXD1
P3,YALI1E29319g,6.1.1.4,MNXR185950,,,1,MNXM90880,1 MNXM1106761@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM90880@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1
P3,YALI1E29319g,6.1.1.4,MNXR116020,,,2,MNXM8390|MNXM90880,1 MNXM1106761@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM90880@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM8390@MNXD1
P3,YALI1E29319g,6.1.1.4,MNXR145431,,,2,MNXM739506|MNXM90880,1 MNXM1106761@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM90880@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM739506@MNXD1
P3,YALI1E29319g,6.1.1.4,MNXR145432,,,2,MNXM739507|MNXM90880,1 MNXM1106761@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM90880@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM739507@MNXD1
P3,YALI1E29319g,6.1.1.4,MNXR165482,,,2,MNXM1091234|MNXM739505,1 MNXM1091234@MNXD1 + 1 MNXM1106761@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM739505@MNXD1
P3,YALI1E30173g,2.3.2.23,MNXR185759,,,2,MNXM1091381|MNXM1091464,1 MNXM1091381@MNXD1 = 1 MNXM1091464@MNXD1
P3,YALI1E30173g,2.3.2.23,MNXR119447,,,4,MNXM146365|MNXM146367|MNXM147038|MNXM147042,1 MNXM146365@MNXD1 + 1 MNXM147042@MNXD1 = 1 MNXM146367@MNXD1 + 1 MNXM147038@MNXD1
P3,YALI1E30496g,3.5.4.3,MNXR135473,,,3,MNXM11220|MNXM7215|MNXM729302,1 MNXM11220@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM7215@MNXD1 + 1 WATER@MNXD1
P3,YALI1E30496g,3.5.4.3,MNXR196849,,,3,MNXM1363714|MNXM50809|MNXM729302,1 MNXM1363714@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM50809@MNXD1 + 1 WATER@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR184471,,,1,MNXM737002,1 MNXM1101891@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM737002@MNXD1 + 1 MNXM77@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR195127,,,1,MNXM1364067,1 MNXM1101891@MNXD1 = 1 MNXM1364067@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM77@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR130387,,,3,MNXM5788|MNXM729731|MNXM729733,1 MNXM1364229@MNXD1 + 1 MNXM729731@MNXD1 = 1 MNXM1372045@MNXD1 + 1 MNXM5788@MNXD1 + 1 MNXM729733@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR130386,,,3,MNXM5788|MNXM729731|MNXM729733,1 MNXM5788@MNXD1 + 1 MNXM729733@MNXD1 = 1 MNXM729731@MNXD1 + 1 MNXM77@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR129802,,,1,MNXM167560,1 MNXM1137677@MNXD1 + 4 MNXM1@MNXD1 + 1 MNXM77@MNXD1 = 1 MNXM167560@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR133850,,,0,,1 MNXM1368535@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM734590@MNXD1 + 1 MNXM77@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR180382,,,1,MNXM512145,1 MNXM1372045@MNXD1 + 1 MNXM77@MNXD1 = 1 MNXM512145@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR144324,,,2,MNXM1363911|MNXM155041,1 MNXM1363911@MNXD1 + 4 MNXM1@MNXD1 + 1 MNXM77@MNXD1 = 1 MNXM155041@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR130316,,,2,MNXM164301|MNXM166724,1 MNXM1372044@MNXD1 + 1 MNXM164301@MNXD1 = 1 MNXM166724@MNXD1
P3,YALI1E30886g,4.1.2.13,MNXR180394,,,1,MNXM507440,1 MNXM258@MNXD1 + 1 MNXM77@MNXD1 = 1 MNXM507440@MNXD1
P3,YALI1E31754g,5.1.3.2,MNXR190057,,,1,MNXM1101259,1 MNXM1101259@MNXD1 = 1 MNXM1104529@MNXD1 + 2 MNXM1@MNXD1
P3,YALI1E31947g,1.2.4.1,MNXR195068,,,3,MNXM1099741|MNXM1133061|MNXM1137378,1 MNXM1099741@MNXD1 = 1 MNXM1133061@MNXD1 + 1 MNXM1137378@MNXD1
P3,YALI1E31947g,1.2.4.1,MNXR195067,,,3,MNXM727276|MNXM730062|MNXM8,1 MNXM10@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM730062@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM894@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E31947g,1.2.4.1,MNXR145928,,,3,MNXM1705|MNXM256|MNXM730605,1 MNXM1024@MNXD1 + 1 MNXM1705@MNXD1 = 1 MNXM256@MNXD1 + 1 MNXM730605@MNXD1
P3,YALI1E31947g,1.2.4.1,MNXR195069,,,3,MNXM1099741|MNXM1137378|MNXM1137379,1 MNXM1099741@MNXD1 = 1 MNXM1137378@MNXD1 + 1 MNXM1137379@MNXD1
P3,YALI1E31947g,1.2.4.1,MNXR195070,,,3,MNXM1137378|MNXM162296|MNXM256,1 MNXM1137378@MNXD1 + 1 MNXM256@MNXD1 = 1 MNXM162296@MNXD1
P3,YALI1E31947g,1.2.4.1,MNXR117600,,,4,MNXM1705|MNXM256|MNXM9069|MNXM9070,1 MNXM1705@MNXD1 + 1 MNXM9070@MNXD1 = 1 MNXM256@MNXD1 + 1 MNXM9069@MNXD1
