priority,gene_id,ec_number,mnxr_id,bigg_reaction,kegg_reaction,missing_metabolites_count,missing_metabolites,equation
P3,YALI1B02733g,3.1.1.5,MNXR101142,R_LPLIPAL1A140pp,,3,MNXM1371573|MNXM314|MNXM66,1 MNXM1371573@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM314@MNXD1 + 1 MNXM66@MNXD1
P3,YALI1B02733g,3.1.1.5,MNXR195492,R_LPLIPAL2A180,,3,MNXM1370227|MNXM236|MNXM66,1 MNXM1370227@MNXD1 + 1 WATER@MNXD1 = 1 MNXM236@MNXD1 + 1 MNXM66@MNXD1
P3,YALI1B02733g,3.1.1.5,MNXR101163,R_LPLIPAL2A140,,3,MNXM314|MNXM5491|MNXM66,1 MNXM314@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM5491@MNXD1 + 1 WATER@MNXD1
P3,YALI1B21088g,2.5.1.58,MNXR129356,,,3,MNXM167732|MNXM732500|MNXM739088,1 MNXM167732@MNXD1 + 1 MNXM739088@MNXD1 = 1 MNXM732500@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1B21088g,2.5.1.58,MNXR165593,,,2,MNXM1089926|MNXM1090321,1 MNXM1089926@MNXD1 + 1 MNXM1363833@MNXD1 = 1 MNXM1090321@MNXD1 + 1 MNXM11@MNXD1
P3,YALI1B21088g,2.5.1.58,MNXR150657,,,2,MNXM732500|MNXM739088,1 MNXM11@MNXD1 + 1 MNXM732500@MNXD1 = 1 MNXM1363834@MNXD1 + 1 MNXM739088@MNXD1
P3,YALI1B21088g,2.5.1.58,MNXR173849,,,2,MNXM732498|MNXM739089,1 MNXM11@MNXD1 + 1 MNXM732498@MNXD1 = 1 MNXM1363833@MNXD1 + 1 MNXM739089@MNXD1
P3,YALI1B21088g,2.5.1.58,MNXR121006,,,2,MNXM164456|MNXM166825,1 MNXM11@MNXD1 + 1 MNXM164456@MNXD1 = 1 MNXM1363833@MNXD1 + 1 MNXM166825@MNXD1
P3,YALI1B21088g,2.5.1.58,MNXR185246,,,1,MNXM744171,1 MNXM11@MNXD1 = 1 MNXM1363833@MNXD1 + 1 MNXM744171@MNXD1
P3,YALI1B21088g,2.5.1.58,MNXR174172,,,2,MNXM680837|MNXM732499,1 MNXM11@MNXD1 + 1 MNXM732499@MNXD1 = 1 MNXM1363833@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM680837@MNXD1
P3,YALI1B21088g,2.5.1.59,MNXR121682,,,3,MNXM728266|MNXM743799|MNXM743889,1 MNXM11@MNXD1 + 1 MNXM743889@MNXD1 = 1 MNXM728266@MNXD1 + 1 MNXM743799@MNXD1
P3,YALI1B21088g,2.5.1.59,MNXR176782,,,3,MNXM680837|MNXM728266|MNXM7755,1 MNXM11@MNXD1 + 1 MNXM7755@MNXD1 = 1 MNXM680837@MNXD1 + 1 MNXM728266@MNXD1
P3,YALI1B21088g,2.5.1.59,MNXR166135,,,2,MNXM1089926|MNXM1090322,1 MNXM1089926@MNXD1 + 1 MNXM1102545@MNXD1 = 1 MNXM1090322@MNXD1 + 1 MNXM11@MNXD1
P3,YALI1D01431g,2.6.1.42,MNXR131407,,,0,,1 MNXM1363845@MNXD1 + 1 MNXM738804@MNXD1 = 1 MNXM276@MNXD1 + 1 MNXM728337@MNXD1
P3,YALI1D01431g,2.6.1.42,MNXR131405,,,0,,1 MNXM1106761@MNXD1 + 1 MNXM276@MNXD1 = 1 MNXM404@MNXD1 + 1 MNXM738804@MNXD1
P3,YALI1D01431g,2.6.1.42,MNXR132981,,,0,,1 MNXM1106761@MNXD1 + 1 MNXM732866@MNXD1 = 1 MNXM199@MNXD1 + 1 MNXM404@MNXD1
P3,YALI1D01431g,2.6.1.42,MNXR131406,,,0,,1 MNXM199@MNXD1 + 1 MNXM276@MNXD1 = 1 MNXM732866@MNXD1 + 1 MNXM738804@MNXD1
P3,YALI1D01431g,2.6.1.42,MNXR180445,,,1,MNXM8,1 MNXM10@MNXD1 + 1 MNXM1106761@MNXD1 + 1 MNXM1368744@MNXD1 + 1 MNXM13@MNXD1 = 1 MNXM730929@MNXD1 + 1 MNXM741173@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E00760g,2.7.1.25,MNXR180494,,,2,MNXM1104555|MNXM58,1 MNXM1104555@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM40333@MNXD1 = 2 MNXM3@MNXD1 + 1 MNXM58@MNXD1
P3,YALI1E00760g,2.7.1.25,MNXR186937,,,1,MNXM1103086,1 MNXM1103086@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1
P3,YALI1E01589g,1.5.1.5,MNXR116057,,,2,MNXM1101127|MNXM162297,1 MNXM1101127@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM162297@MNXD1 + 1 MNXM5@MNXD1
P3,YALI1E01589g,1.5.1.5,MNXR172025,,,2,MNXM1099597|MNXM1103936,1 MNXM1099597@MNXD1 + 1 MNXM1103936@MNXD1 = 1 MNXM1102376@MNXD1
P3,YALI1E01589g,3.5.4.9,MNXR176910,,,2,MNXM507051|MNXM8615,1 MNXM507051@MNXD1 + 1 WATER@MNXD1 = 1 MNXM8615@MNXD1
P3,YALI1E01589g,3.5.4.9,MNXR180529,,,0,,1 MNXM1102376@MNXD1 = 1 MNXM1363963@MNXD1 + 1 WATER@MNXD1
P3,YALI1E01589g,3.5.4.9,MNXR116053,,,2,MNXM1101127|MNXM8615,1 MNXM1101127@MNXD1 + 1 WATER@MNXD1 = 1 MNXM8615@MNXD1
P3,YALI1E01589g,6.3.4.3,MNXR132526,,,2,MNXM164330|MNXM165513,1 MNXM164330@MNXD1 + 1 MNXM39@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM165513@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E01589g,6.3.4.3,MNXR187122,,,1,MNXM13027,1 MNXM13027@MNXD1 + 1 MNXM39@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E01589g,6.3.4.3,MNXR115886,,,2,MNXM13027|MNXM8615,1 MNXM13027@MNXD1 + 1 MNXM39@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM8615@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E01793g,2.6.1.9,MNXR180489,,,1,MNXM527156,1 MNXM1368744@MNXD1 + 1 MNXM527156@MNXD1 = 1 MNXM1456@MNXD1 + 1 MNXM741173@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR135291,,,4,MNXM1107957|MNXM733324|MNXM733595|MNXM7606,1 MNXM1107957@MNXD1 + 1 MNXM7606@MNXD1 = 1 MNXM733324@MNXD1 + 1 MNXM733595@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR148536,,R04072,4,MNXM1107957|MNXM728740|MNXM733595|MNXM7606,1 MNXM1107957@MNXD1 + 1 MNXM7606@MNXD1 = 1 MNXM728740@MNXD1 + 1 MNXM733595@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR115085,,,4,MNXM147004|MNXM166772|MNXM731232|MNXM733599,1 MNXM147004@MNXD1 + 1 MNXM733599@MNXD1 = 1 MNXM166772@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM731232@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR186993,,,4,MNXM1091480|MNXM588346|MNXM731232|MNXM733599,1 MNXM1091480@MNXD1 + 1 MNXM733599@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM588346@MNXD1 + 1 MNXM731232@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR174060,,,4,MNXM588346|MNXM731232|MNXM733325|MNXM733599,1 MNXM588346@MNXD1 + 1 MNXM731232@MNXD1 = 1 MNXM733325@MNXD1 + 1 MNXM733599@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR148537,,,4,MNXM1107957|MNXM728743|MNXM733595|MNXM7606,1 MNXM1107957@MNXD1 + 1 MNXM7606@MNXD1 = 1 MNXM728743@MNXD1 + 1 MNXM733595@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR170052,,,4,MNXM1090235|MNXM1090672|MNXM1560871|MNXM1560874,1 MNXM1090235@MNXD1 + 1 MNXM1560874@MNXD1 = 1 MNXM1090672@MNXD1 + 1 MNXM1560871@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR165874,,,4,MNXM1090671|MNXM1091328|MNXM1560871|MNXM1560874,1 MNXM1090671@MNXD1 + 1 MNXM1560871@MNXD1 = 1 MNXM1091328@MNXD1 + 1 MNXM1560874@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR114696,,R11399,4,MNXM1107957|MNXM148645|MNXM729163|MNXM733595,1 MNXM1107957@MNXD1 + 1 MNXM148645@MNXD1 = 1 MNXM729163@MNXD1 + 1 MNXM733595@MNXD1
P3,YALI1E07121g,2.4.1.109,MNXR111222,,R07620,4,MNXM1107957|MNXM728740|MNXM733595|MNXM7893,1 MNXM1107957@MNXD1 + 1 MNXM7893@MNXD1 = 1 MNXM728740@MNXD1 + 1 MNXM733595@MNXD1
P3,YALI1E07347g,2.1.1.17,MNXR115039,,,2,MNXM734020|MNXM741385,1 MNXM1102167@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM741385@MNXD1 = 1 MNXM1363767@MNXD1 + 1 MNXM734020@MNXD1
P3,YALI1E07347g,2.1.1.17,MNXR174012,,,2,MNXM1108119|MNXM32126,1 MNXM1102167@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM32126@MNXD1 = 1 MNXM1108119@MNXD1 + 1 MNXM1363767@MNXD1
P3,YALI1E07347g,2.1.1.17,MNXR165448,,,2,MNXM1108118|MNXM32126,1 MNXM1102167@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM32126@MNXD1 = 1 MNXM1108118@MNXD1 + 1 MNXM1363767@MNXD1
P3,YALI1E07347g,2.1.1.17,MNXR195666,,,3,MNXM115|MNXM1363766|MNXM741386,1 MNXM1102167@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM741386@MNXD1 = 1 MNXM115@MNXD1 + 1 MNXM1363766@MNXD1
P3,YALI1E07676g,1.2.1.31,MNXR114957,,,2,MNXM137|MNXM162231,1 MNXM1364547@MNXD1 + 1 MNXM137@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1368894@MNXD1 + 1 MNXM162231@MNXD1
P3,YALI1E07676g,1.2.1.31,MNXR116546,,,3,MNXM137|MNXM162231|MNXM748,1 MNXM1368894@MNXD1 + 1 MNXM162231@MNXD1 = 1 MNXM137@MNXD1 + 1 MNXM748@MNXD1 + 2 WATER@MNXD1
P3,YALI1E07676g,1.2.1.31,MNXR180374,,,2,MNXM726792|MNXM8,1 MNXM10@MNXD1 + 1 MNXM726792@MNXD1 = 1 MNXM1364547@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
P3,YALI1E07676g,1.2.1.95,MNXR172435,,,2,MNXM1099908|MNXM2800,1 MNXM1099908@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM2800@MNXD1 + 1 MNXM3@MNXD1
P3,YALI1E07676g,1.2.1.95,MNXR172433,,,2,MNXM1099905|MNXM1099906,1 MNXM1099905@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM1099906@MNXD1 + 1 MNXM3@MNXD1
P3,YALI1E07676g,1.2.1.95,MNXR172434,,,2,MNXM1099907|MNXM727008,1 MNXM1099907@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM727008@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133831,,,2,MNXM165280|MNXM168189,1 MNXM117@MNXD1 + 1 MNXM165280@MNXD1 = 1 MNXM168189@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR121668,,,2,MNXM12052|MNXM6307,1 MNXM117@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM6307@MNXD1 = 1 MNXM12052@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133821,,,2,MNXM166309|MNXM166369,1 MNXM117@MNXD1 + 1 MNXM166309@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM166369@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133811,,,2,MNXM166314|MNXM169033,1 MNXM117@MNXD1 + 1 MNXM166314@MNXD1 = 1 MNXM169033@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133602,,,1,MNXM56604,1 MNXM117@MNXD1 + 1 MNXM1364268@MNXD1 = 1 MNXM56604@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133797,,,2,MNXM151406|MNXM166576,1 MNXM117@MNXD1 + 1 MNXM151406@MNXD1 = 1 MNXM166576@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133600,,,2,MNXM168160|MNXM59305,1 MNXM117@MNXD1 + 1 MNXM168160@MNXD1 = 1 MNXM59305@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133823,,,2,MNXM166311|MNXM166370,1 MNXM117@MNXD1 + 1 MNXM166311@MNXD1 = 1 MNXM166370@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133830,,,2,MNXM165494|MNXM166216,1 MNXM117@MNXD1 + 1 MNXM166216@MNXD1 = 1 MNXM165494@MNXD1 + 1 WATER@MNXD1
P3,YALI1E08937g,3.5.3.1,MNXR133601,,,1,MNXM168065,1 MNXM117@MNXD1 + 1 MNXM168065@MNXD1 = 1 MNXM739527@MNXD1 + 1 WATER@MNXD1
P3,YALI1E09329g,1.1.1.1,MNXR146257,R_RDH4,,3,MNXM1363774|MNXM1364168|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1364168@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1363774@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E09329g,1.1.1.1,MNXR95718,R_ALCD23xim,,3,MNXM5188|MNXM5189|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM5189@MNXD1 = 1 MNXM5188@MNXD1 + 1 MNXM8@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR180461,,,0,,1 MNXM1366460@MNXD1 + 1 MNXM418@MNXD1 = 1 MNXM26@MNXD1 + 1 MNXM738067@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR152929,,,2,MNXM726339|MNXM729079,1 MNXM1094289@MNXD1 + 1 MNXM418@MNXD1 + 1 MNXM741334@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM26@MNXD1 + 1 MNXM726339@MNXD1 + 1 MNXM729079@MNXD1 + 1 MNXM738068@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR129769,,,4,MNXM164344|MNXM165119|MNXM733149|MNXM735978,1 MNXM164344@MNXD1 + 1 MNXM733149@MNXD1 = 1 MNXM165119@MNXD1 + 1 MNXM735978@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR172647,,,1,MNXM732924,1 MNXM1094289@MNXD1 + 1 MNXM738068@MNXD1 = 1 MNXM1366460@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM732924@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR129771,,,2,MNXM164344|MNXM165119,1 MNXM164344@MNXD1 + 1 MNXM418@MNXD1 = 1 MNXM165119@MNXD1 + 1 MNXM26@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR152866,,,1,MNXM732926,1 MNXM1094289@MNXD1 + 1 MNXM418@MNXD1 = 1 MNXM26@MNXD1 + 1 MNXM732926@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR172646,,,2,MNXM1105116|MNXM1107738,1 MNXM1105116@MNXD1 + 1 MNXM26@MNXD1 = 1 MNXM1107738@MNXD1 + 1 MNXM418@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR173061,,,2,MNXM1105116|MNXM1107738,1 MNXM1105116@MNXD1 + 1 MNXM1366460@MNXD1 = 1 MNXM1107738@MNXD1 + 1 MNXM738068@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR152864,SLCYSS,,1,MNXM732925,1 MNXM1094289@MNXD1 + 1 MNXM418@MNXD1 = 1 MNXM26@MNXD1 + 1 MNXM732925@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR129783,,,2,MNXM733149|MNXM735978,1 MNXM1366460@MNXD1 + 1 MNXM733149@MNXD1 = 1 MNXM735978@MNXD1 + 1 MNXM738068@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR133878,,,1,MNXM740690,1 MNXM26@MNXD1 + 1 MNXM738068@MNXD1 = 1 MNXM418@MNXD1 + 1 MNXM740690@MNXD1
P3,YALI1E10364g,2.5.1.47,MNXR172648,,,3,MNXM1105116|MNXM1107738|MNXM732924,1 MNXM1094289@MNXD1 + 1 MNXM1105116@MNXD1 = 1 MNXM1107738@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM732924@MNXD1
P3,YALI1E11255g,4.2.1.22,MNXR131107,,,1,MNXM740690,1 MNXM737787@MNXD1 + 1 MNXM740690@MNXD1 = 1 MNXM738068@MNXD1 + 1 WATER@MNXD1
P3,YALI1E11255g,4.2.1.22,MNXR123793,,,0,,1 MNXM123@MNXD1 + 1 MNXM738068@MNXD1 = 1 MNXM1366460@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM319@MNXD1
P3,YALI1E11255g,4.2.1.22,MNXR133879,,,2,MNXM1093356|MNXM169031,1 MNXM1093356@MNXD1 + 1 MNXM738068@MNXD1 = 1 MNXM1366460@MNXD1 + 1 MNXM169031@MNXD1 + 1 MNXM1@MNXD1
P3,YALI1E11255g,4.2.1.22,MNXR147209,,,0,,1 MNXM123@MNXD1 + 1 MNXM737787@MNXD1 = 1 MNXM729663@MNXD1 + 1 WATER@MNXD1
P3,YALI1E11255g,4.2.1.22,MNXR180223,,,2,MNXM681357|MNXM733066,1 MNXM681357@MNXD1 + 1 WATER@MNXD1 = 1 MNXM733066@MNXD1 + 1 MNXM737787@MNXD1
P3,YALI1E11255g,4.2.1.22,MNXR123786,,,1,MNXM732707,1 MNXM1366460@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM732707@MNXD1 = 2 MNXM738068@MNXD1
P3,YALI1E11255g,4.2.1.22,MNXR133878,,,1,MNXM740690,1 MNXM26@MNXD1 + 1 MNXM738068@MNXD1 = 1 MNXM418@MNXD1 + 1 MNXM740690@MNXD1
P3,YALI1E11415g,2.5.1.59,MNXR121682,,,3,MNXM728266|MNXM743799|MNXM743889,1 MNXM11@MNXD1 + 1 MNXM743889@MNXD1 = 1 MNXM728266@MNXD1 + 1 MNXM743799@MNXD1
P3,YALI1E11415g,2.5.1.59,MNXR176782,,,3,MNXM680837|MNXM728266|MNXM7755,1 MNXM11@MNXD1 + 1 MNXM7755@MNXD1 = 1 MNXM680837@MNXD1 + 1 MNXM728266@MNXD1
P3,YALI1E11415g,2.5.1.59,MNXR166135,,,2,MNXM1089926|MNXM1090322,1 MNXM1089926@MNXD1 + 1 MNXM1102545@MNXD1 = 1 MNXM1090322@MNXD1 + 1 MNXM11@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR164361,,,3,MNXM1089672|MNXM1089763|MNXM727276,1 MNXM1089672@MNXD1 + 1 MNXM727276@MNXD1 = 1 MNXM1089763@MNXD1 + 1 MNXM1103458@MNXD1 + 1 MNXM1@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR116452,,,3,MNXM16117|MNXM727276|MNXM7434,1 MNXM1103458@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM7434@MNXD1 = 1 MNXM16117@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR116633,,,3,MNXM147011|MNXM727276|MNXM9232,1 MNXM1103458@MNXD1 + 1 MNXM147011@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM9232@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR147385,,,3,MNXM1089659|MNXM1089660|MNXM727276,1 MNXM1089659@MNXD1 + 1 MNXM727276@MNXD1 = 1 MNXM1089660@MNXD1 + 1 MNXM1103458@MNXD1 + 1 MNXM1@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR120358,,,3,MNXM147419|MNXM148909|MNXM727276,1 MNXM1103458@MNXD1 + 1 MNXM147419@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM148909@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR165507,,,3,MNXM1091285|MNXM1091286|MNXM727276,1 MNXM1091285@MNXD1 + 1 MNXM1103458@MNXD1 = 1 MNXM1091286@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR115861,,,3,MNXM147417|MNXM148907|MNXM727276,1 MNXM1103458@MNXD1 + 1 MNXM147417@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM148907@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR183664,,,2,MNXM727276|MNXM96087,1 MNXM1103458@MNXD1 + 1 MNXM740696@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM96087@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR129772,,,2,MNXM4845|MNXM91491,1 MNXM1103458@MNXD1 + 1 MNXM4845@MNXD1 = 1 MNXM1104266@MNXD1 + 1 MNXM91491@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR164349,,,3,MNXM1089869|MNXM1089877|MNXM727276,1 MNXM1089869@MNXD1 + 1 MNXM727276@MNXD1 = 1 MNXM1089877@MNXD1 + 1 MNXM1103458@MNXD1 + 1 MNXM1@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR147386,,,3,MNXM727276|MNXM740692|MNXM91491,1 MNXM1103458@MNXD1 + 1 MNXM740692@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM91491@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR152858,r0368,,3,MNXM2214|MNXM727276|MNXM740692,1 MNXM1103458@MNXD1 + 1 MNXM740692@MNXD1 = 1 MNXM2214@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR152859,,,2,MNXM2214|MNXM727276,1 MNXM1103458@MNXD1 + 1 MNXM740696@MNXD1 = 1 MNXM2214@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E11510g,2.7.8.7,MNXR119687,,,3,MNXM147418|MNXM148908|MNXM727276,1 MNXM1103458@MNXD1 + 1 MNXM147418@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM148908@MNXD1 + 1 MNXM727276@MNXD1
P3,YALI1E11768g,2.1.3.2,MNXR192559,,,2,MNXM138|MNXM465,1 MNXM1364495@MNXD1 + 1 MNXM138@MNXD1 = 2 MNXM1@MNXD1 + 1 MNXM465@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E11768g,2.1.3.2,MNXR186891,,,1,MNXM138,1 MNXM1364497@MNXD1 + 1 MNXM138@MNXD1 = 1 MNXM9@MNXD1
P3,YALI1E11768g,2.1.3.2,MNXR130470,,,2,MNXM168573|MNXM168574,1 MNXM1364497@MNXD1 + 1 MNXM168573@MNXD1 = 1 MNXM168574@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E11768g,2.1.3.2,MNXR130471,,,2,MNXM2139|MNXM280,1 MNXM1364497@MNXD1 + 1 MNXM280@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM2139@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E11768g,3.5.1.2,MNXR149441,,,3,MNXM729302|MNXM739620|MNXM94421,1 MNXM729302@MNXD1 + 1 MNXM739620@MNXD1 = 1 MNXM94421@MNXD1 + 1 WATER@MNXD1
P3,YALI1E11768g,6.3.4.16,MNXR133864,,,1,MNXM729302,1 MNXM1094693@MNXD1 + 2 MNXM3@MNXD1 + 1 MNXM729302@MNXD1 + 1 MNXM741175@MNXD1 = 2 MNXM40333@MNXD1 + 1 MNXM732471@MNXD1 + 2 MNXM9@MNXD1 + 1 WATER@MNXD1
P3,YALI1E11768g,6.3.5.5,MNXR151606,,,1,MNXM138,1 MNXM138@MNXD1 + 3 MNXM1@MNXD1 + 2 MNXM40333@MNXD1 + 1 MNXM741173@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM13@MNXD1 + 1 MNXM37@MNXD1 + 2 MNXM3@MNXD1 + 2 WATER@MNXD1
P3,YALI1E11768g,6.3.5.5,MNXR180032,,,2,MNXM138|MNXM729302,1 MNXM1094693@MNXD1 + 2 MNXM3@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM138@MNXD1 + 3 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
P3,YALI1E11768g,6.3.5.5,MNXR180479,,,0,,1 MNXM1094693@MNXD1 + 1 MNXM37@MNXD1 + 2 MNXM3@MNXD1 + 1 MNXM741174@MNXD1 + 1 WATER@MNXD1 = 2 MNXM1@MNXD1 + 2 MNXM40333@MNXD1 + 1 MNXM732471@MNXD1 + 1 MNXM741173@MNXD1 + 2 MNXM9@MNXD1
P3,YALI1E11943g,1.4.1.2,MNXR146861,,,4,MNXM729302|MNXM730326|MNXM735847|MNXM8,1 MNXM10@MNXD1 + 1 MNXM729302@MNXD1 + 1 MNXM730326@MNXD1 = 1 MNXM735847@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
P3,YALI1E11943g,1.4.1.2,MNXR146863,,,3,MNXM729302|MNXM730326|MNXM735847,1 MNXM5@MNXD1 + 1 MNXM735847@MNXD1 + 1 WATER@MNXD1 = 1 MNXM729302@MNXD1 + 1 MNXM730326@MNXD1 + 1 MNXM738702@MNXD1
P3,YALI1E11943g,1.4.1.2,MNXR146860,,R00145,4,MNXM729302|MNXM730321|MNXM735846|MNXM8,1 MNXM10@MNXD1 + 1 MNXM729302@MNXD1 + 1 MNXM730321@MNXD1 = 1 MNXM735846@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
P3,YALI1E11943g,1.4.1.2,MNXR133348,,,2,MNXM729302|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM276@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM738804@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
P3,YALI1E11943g,1.4.1.2,MNXR133349,,,2,MNXM729302|MNXM8,1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3161@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM3290@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
P3,YALI1E12987g,4.3.1.17,MNXR149437,,,3,MNXM729302|MNXM730326|MNXM735847,1 MNXM729302@MNXD1 + 1 MNXM730326@MNXD1 = 1 MNXM735847@MNXD1
P3,YALI1E13223g,2.4.1.16,MNXR173445,,,1,MNXM46301,1 MNXM1102128@MNXD1 + 1 MNXM46301@MNXD1 = 1 MNXM1104529@MNXD1
P3,YALI1E13223g,2.4.1.16,MNXR165818,,,2,MNXM1088982|MNXM1088983,1 MNXM1088982@MNXD1 + 1 MNXM1104529@MNXD1 = 1 MNXM1088983@MNXD1 + 1 MNXM1102128@MNXD1
P3,YALI1E13223g,2.4.1.16,MNXR135161,,,0,,1 MNXM1102128@MNXD1 = 1 MNXM1104529@MNXD1
