variant	label	carrier	blocks	status	maximum	verdict	scientific_status	interpretation	zero_or_infeasible_distinct
E3	E3_block_NDP1_forward	ATP	"[[""R_NDP1"", ""forward""]]"	optimal	489.655172413793	positive_energy_regeneration	diagnostic only; not silently promoted	full closed model retested after removing fixed-D/L1	True
E3	E3_block_R72_reverse	ATP	"[[""R72"", ""reverse""]]"	optimal	1000.0	positive_energy_regeneration	diagnostic only; not silently promoted	full closed model retested after removing fixed-D/L1	True
E3	E3_block_both	ATP	"[[""R_NDP1"", ""forward""], [""R72"", ""reverse""]]"	optimal	489.6551724137929	positive_energy_regeneration	diagnostic only; not silently promoted	full closed model retested after removing fixed-D/L1	True
E4	E4_block_CAT2p_reverse	ATP	"[[""R_CAT2p"", ""reverse""]]"	optimal	0.0	within_tolerance	diagnostic only; not silently promoted	full closed model retested after removing fixed-D/L1	True
E4	E4_block_OAADCm_forward	ATP	"[[""R_OAADCm"", ""forward""]]"	optimal	241.37931034482773	positive_energy_regeneration	diagnostic only; not silently promoted	full closed model retested after removing fixed-D/L1	True
E4	E4_block_CAT_OAA	ATP	"[[""R_CAT2p"", ""reverse""], [""R_OAADCm"", ""forward""]]"	optimal	0.0	within_tolerance	diagnostic only; not silently promoted	full closed model retested after removing fixed-D/L1	True
