met_id,raw_name,formula,charge,compartment,clean_name,embedded_formula,is_dirty,base_id
m1001_c,ergosterol 3-beta-D-glucoside_C34H54O6,,0,c,ergosterol 3-beta-D-glucoside,C34H54O6,False,m1001
m1002_n,UMP_C9H13N2O9P,,0,n,UMP,C9H13N2O9P,False,m1002
m1003_n,UDP_C9H14N2O12P2,,0,n,UDP,C9H14N2O12P2,False,m1003
m1004_n,dUMP_C9H13N2O8P,,0,n,dUMP,C9H13N2O8P,False,m1004
m1005_n,dUDP_C9H14N2O11P2,,0,n,dUDP,C9H14N2O11P2,False,m1005
m1006_c,uroporphyrinogen III_C40H44N4O16,,0,c,uroporphyrinogen III,C40H44N4O16,False,m1006
m1007_v,H+_p+1,,0,v,H+_p+1,,False,m1007
m1008_c,L-valine_C5H11NO2,,0,c,L-valine,C5H11NO2,False,m1008
m1009_m,L-valine_C5H11NO2,,0,m,L-valine,C5H11NO2,False,m1009
m1010_c,tRNA(Val)_ActiveX VT_ERROR:,,0,c,tRNA(Val),,True,m1010
m1011_c,Val-tRNA(Val)_C20H30N6O11PR(C5H8O6PR)n,,0,c,Val-tRNA(Val)_C20H30N6O11PR(C5H8O6PR)n,,False,m1011
m1012_m,"tRNA(Val), mitchondrial_",,0,m,"tRNA(Val), mitchondrial",,False,m1012
m1013_m,Val-tRNA(Val)_C20H30N6O11PR(C5H8O6PR)n,,0,m,Val-tRNA(Val)_C20H30N6O11PR(C5H8O6PR)n,,False,m1013
m1014_c,xylitol_C5H12O5,,0,c,xylitol,C5H12O5,False,m1014
m1015_c,D-xylulose_C5H10O5,,0,c,D-xylulose,C5H10O5,False,m1015
m1016_c,D-xylose_C5H10O5,,0,c,D-xylose,C5H10O5,False,m1016
m1017_c,pseudouridine 5'-phosphate_C9H13N2O9P,,0,c,pseudouridine 5'-phosphate,C9H13N2O9P,False,m1017
m1018_e,(R)-mevalonate_C6H12O4,,0,e,(R)-mevalonate,C6H12O4,False,m1018
m1019_c,"(R,R)-2,3-butanediol_ActiveX VT_ERROR:",,0,c,"(R,R)-2,3-butanediol",,True,m1019
m1020_e,"(R,R)-2,3-butanediol_ActiveX VT_ERROR:",,0,e,"(R,R)-2,3-butanediol",,True,m1020
m1021_e,gamma-aminobutyrate_C4H9NO2,,0,e,gamma-aminobutyrate,C4H9NO2,False,m1021
m1022_e,5-aminolevulinate_C5H9NO3,,0,e,5-aminolevulinate,C5H9NO3,False,m1022
m1023_e,5-formyltetrahydrofolic acid_C20H21N7O7,,0,e,5-formyltetrahydrofolic acid,C20H21N7O7,False,m1023
m1024_e,8-amino-7-oxononanoate_C9H17NO3,,0,e,8-amino-7-oxononanoate,C9H17NO3,False,m1024
m1025_e,acetate_C2H4O2,,0,e,acetate,C2H4O2,False,m1025
m1026_e,adenine_C5H5N5,,0,e,adenine,C5H5N5,False,m1026
m1027_e,adenosine_C10H13N5O4,,0,e,adenosine,C10H13N5O4,False,m1027
m1028_x,ADP_C10H15N5O10P2,,0,x,ADP,C10H15N5O10P2,False,m1028
m1029_e,allantoate_C4H8N4O4,,0,e,allantoate,C4H8N4O4,False,m1029
m1030_e,allantoin_C4H6N4O3,,0,e,allantoin,C4H6N4O3,False,m1030
m1031_e,ammonium_H3N,,0,e,ammonium,H3N,False,m1031
m1032_e,biotin_C10H16N2O3S,,0,e,biotin,C10H16N2O3S,False,m1032
m1033_g,ceramide-2'-(C24)_,,0,g,ceramide-2'-(C24),,False,m1033
m1034_g,ceramide-2'-(C26)_,,0,g,ceramide-2'-(C26),,False,m1034
m1035_g,ceramide-3-(C24)_,,0,g,ceramide-3-(C24),,False,m1035
m1036_g,ceramide-3-(C26)_,,0,g,ceramide-3-(C26),,False,m1036
m1037_e,choline_C5H14NO,,0,e,choline,C5H14NO,False,m1037
m1038_m,CMP_C9H14N3O8P,,0,m,CMP,C9H14N3O8P,False,m1038
m1039_m,CTP_C9H16N3O14P3,,0,m,CTP,C9H16N3O14P3,False,m1039
m1040_e,cytidine_C9H13N3O5,,0,e,cytidine,C9H13N3O5,False,m1040
m1041_e,cytosine_C4H5N3O,,0,e,cytosine,C4H5N3O,False,m1041
m1042_e,D-galactose_C6H12O6,,0,e,D-galactose,C6H12O6,False,m1042
m1043_e,(R)-lactate_C3H6O3,,0,e,(R)-lactate,C3H6O3,False,m1043
m1044_e,D-mannose_C6H12O6,,0,e,D-mannose,C6H12O6,False,m1044
m1045_e,episterol_C28H46O,,0,e,episterol,C28H46O,False,m1045
m1046_e,ergosterol_C28H44O,,0,e,ergosterol,C28H44O,False,m1046
m1047_e,ethanolamine_C2H7NO,,0,e,ethanolamine,C2H7NO,False,m1047
m1048_c,FADH2_C27H35N9O15P2,,0,c,FADH2,C27H35N9O15P2,False,m1048
m1049_e,fecosterol_C28H46O,,0,e,fecosterol,C28H46O,False,m1049
m1050_e,folate_ActiveX VT_ERROR:,,0,e,folate,,True,m1050
m1051_c,folate_ActiveX VT_ERROR:,,0,c,folate,,True,m1051
m1052_e,glutathione_C10H17N3O6S,,0,e,glutathione,C10H17N3O6S,False,m1052
m1053_e,1-(sn-glycero-3-phospho)-1D-myo-inositol_C9H18O11P,,0,e,1-(sn-glycero-3-phospho)-1D-myo-inositol,C9H18O11P,False,m1053
m1054_c,1-(sn-glycero-3-phospho)-1D-myo-inositol_C9H18O11P,,0,c,1-(sn-glycero-3-phospho)-1D-myo-inositol,C9H18O11P,False,m1054
m1055_e,sn-glycero-3-phosphocholine_C8H21NO6P,,0,e,sn-glycero-3-phosphocholine,C8H21NO6P,False,m1055
m1056_e,glycerol_C3H8O3,,0,e,glycerol,C3H8O3,False,m1056
m1057_e,L-glycine_C2H5NO2,,0,e,L-glycine,C2H5NO2,False,m1057
m1058_v,glycogen_,,0,v,glycogen,,False,m1058
m1059_e,guanine_C5H5N5O,,0,e,guanine,C5H5N5O,False,m1059
m1060_e,myo-inositol_C6H12O6,,0,e,myo-inositol,C6H12O6,False,m1060
m1061_c,isoamyl acetate_ActiveX VT_ERROR:,,0,c,isoamyl acetate,,True,m1061
m1062_e,isoamyl acetate_ActiveX VT_ERROR:,,0,e,isoamyl acetate,,True,m1062
m1063_e,L-alanine_C3H7NO2,,0,e,L-alanine,C3H7NO2,False,m1063
m1064_e,L-arginine_C6H14N4O2,,0,e,L-arginine,C6H14N4O2,False,m1064
m1065_e,L-asparagine_C4H8N2O3,,0,e,L-asparagine,C4H8N2O3,False,m1065
m1066_v,L-asparagine_C4H8N2O3,,0,v,L-asparagine,C4H8N2O3,False,m1066
m1067_v,L-aspartate_C4H7NO4,,0,v,L-aspartate,C4H7NO4,False,m1067
m1068_e,L-aspartate_C4H7NO4,,0,e,L-aspartate,C4H7NO4,False,m1068
m1069_e,(R)-carnitine_C7H15NO3,,0,e,(R)-carnitine,C7H15NO3,False,m1069
m1070_e,L-cysteine_C3H7NO2S,,0,e,L-cysteine,C3H7NO2S,False,m1070
m1071_v,L-glutamate_C5H9NO4,,0,v,L-glutamate,C5H9NO4,False,m1071
m1072_e,L-glutamate_C5H9NO4,,0,e,L-glutamate,C5H9NO4,False,m1072
m1073_v,L-glutamine_C5H10N2O3,,0,v,L-glutamine,C5H10N2O3,False,m1073
m1074_e,L-glutamine_C5H10N2O3,,0,e,L-glutamine,C5H10N2O3,False,m1074
m1075_e,L-histidine_C6H9N3O2,,0,e,L-histidine,C6H9N3O2,False,m1075
m1076_v,L-isoleucine_C6H13NO2,,0,v,L-isoleucine,C6H13NO2,False,m1076
m1077_e,L-isoleucine_C6H13NO2,,0,e,L-isoleucine,C6H13NO2,False,m1077
m1078_m,(S)-lactate_C3H6O3,,0,m,(S)-lactate,C3H6O3,False,m1078
m1079_e,(S)-lactate_C3H6O3,,0,e,(S)-lactate,C3H6O3,False,m1079
m1080_v,L-leucine_C6H13NO2,,0,v,L-leucine,C6H13NO2,False,m1080
m1081_e,L-leucine_C6H13NO2,,0,e,L-leucine,C6H13NO2,False,m1081
m1082_e,L-lysine_C6H14N2O2,,0,e,L-lysine,C6H14N2O2,False,m1082
m1083_e,L-methionine_C5H11NO2S,,0,e,L-methionine,C5H11NO2S,False,m1083
m1084_e,L-phenylalanine_C9H11NO2,,0,e,L-phenylalanine,C9H11NO2,False,m1084
m1085_e,L-proline_C5H9NO2,,0,e,L-proline,C5H9NO2,False,m1085
m1086_e,L-serine_C3H7NO3,,0,e,L-serine,C3H7NO3,False,m1086
m1087_e,L-threonine_C4H9NO3,,0,e,L-threonine,C4H9NO3,False,m1087
m1088_e,L-tryptophan_C11H12N2O2,,0,e,L-tryptophan,C11H12N2O2,False,m1088
m1089_v,L-tyrosine_C9H11NO3,,0,v,L-tyrosine,C9H11NO3,False,m1089
m1090_e,L-tyrosine_C9H11NO3,,0,e,L-tyrosine,C9H11NO3,False,m1090
m1091_e,L-valine_C5H11NO2,,0,e,L-valine,C5H11NO2,False,m1091
m1092_e,lanosterol_C30H50O,,0,e,lanosterol,C30H50O,False,m1092
m1093_m,dAMP_C10H14N5O6P,,0,m,dAMP,C10H14N5O6P,False,m1093
m1094_m,dGMP_C10H14N5O7P,,0,m,dGMP,C10H14N5O7P,False,m1094
m1095_e,nicotinate_C6H5NO2,,0,e,nicotinate,C6H5NO2,False,m1095
m1096_c,stearate_C18H36O2,,0,c,stearate,C18H36O2,False,m1096
m1097_e,ornithine_C5H13N2O2,,0,e,ornithine,C5H13N2O2,False,m1097
m1098_e,(R)-pantothenate_C9H17NO5,,0,e,(R)-pantothenate,C9H17NO5,False,m1098
m1099_e,potassium_K.H,,0,e,potassium_K.H,,False,m1099
m1100_c,potassium_K.H,,0,c,potassium_K.H,,False,m1100
m1101_e,putrescine_C4H12N2,,0,e,putrescine,C4H12N2,False,m1101
m1102_v,putrescine_C4H12N2,,0,v,putrescine,C4H12N2,False,m1102
m1103_e,pyruvate_C3H4O3,,0,e,pyruvate,C3H4O3,False,m1103
m1104_e,S-adenosyl-L-methionine_C15H22N6O5S,,0,e,S-adenosyl-L-methionine,C15H22N6O5S,False,m1104
m1105_e,S-methyl-L-methionine_C6H13NO2S,,0,e,S-methyl-L-methionine,C6H13NO2S,False,m1105
m1106_c,S-methyl-L-methionine_C6H13NO2S,,0,c,S-methyl-L-methionine,C6H13NO2S,False,m1106
m1107_c,sodium_Na.H,,0,c,sodium_Na.H,,False,m1107
m1108_e,sodium_Na.H,,0,e,sodium_Na.H,,False,m1108
m1109_e,spermidine_C7H19N3,,0,e,spermidine,C7H19N3,False,m1109
m1110_v,spermidine_C7H19N3,,0,v,spermidine,C7H19N3,False,m1110
m1111_e,spermine_C10H26N4,,0,e,spermine,C10H26N4,False,m1111
m1112_v,spermine_C10H26N4,,0,v,spermine,C10H26N4,False,m1112
m1113_e,sulphate_H2O4S,,0,e,sulphate,H2O4S,False,m1113
m1114_e,sulphite_H2O3S,,0,e,sulphite,H2O3S,False,m1114
m1115_e,taurine_C2H7NO3S,,0,e,taurine,C2H7NO3S,False,m1115
m1116_m,TDP_,,0,m,TDP,,False,m1116
m1117_e,uracil_C4H4N2O2,,0,e,uracil,C4H4N2O2,False,m1117
m1118_e,urea_CH4N2O,,0,e,urea,CH4N2O,False,m1118
m1119_e,uridine_C9H12N2O6,,0,e,uridine,C9H12N2O6,False,m1119
m1120_m,UMP_C9H13N2O9P,,0,m,UMP,C9H13N2O9P,False,m1120
m1121_m,UTP_C9H15N2O15P3,,0,m,UTP,C9H15N2O15P3,False,m1121
m1123_c,(1-3)-beta-D-glucan_,,0,c,(1-3)-beta-D-glucan,,False,m1123
m1130_e,(S)-malate_C4H6O5,,0,e,(S)-malate,C4H6O5,False,m1130
m1133_e,1-acylglycerophosphocholine_C9H20NO7PR,,0,e,1-acylglycerophosphocholine,C9H20NO7PR,False,m1133
m1135_e,2'-deoxyadenosine_C10H13N5O3,,0,e,2'-deoxyadenosine,C10H13N5O3,False,m1135
m1137_e,2'-deoxyguanosine_C10H13N5O4,,0,e,2'-deoxyguanosine,C10H13N5O4,False,m1137
m1139_e,2'-deoxyinosine_C10H12N4O4,,0,e,2'-deoxyinosine,C10H12N4O4,False,m1139
m1141_e,2'-deoxyuridine_,,0,e,2'-deoxyuridine,,False,m1141
m1143_e,2-isopropylmalate_C7H12O5,,0,e,2-isopropylmalate,C7H12O5,False,m1143
m1145_e,2-oxoglutarate_C5H6O5,,0,e,2-oxoglutarate,C5H6O5,False,m1145
m1147_c,glycolaldehyde_C2H4O2,,0,c,glycolaldehyde,C2H4O2,False,m1147
m1148_e,4-aminobenzoate_C7H7NO2,,0,e,4-aminobenzoate,C7H7NO2,False,m1148
m1152_e,"7,8-diaminononanoate_C9H20N2O2",,0,e,"7,8-diaminononanoate",C9H20N2O2,False,m1152
m1155_e,9H-xanthine_C5H4N4O2,,0,e,9H-xanthine,C5H4N4O2,False,m1155
m1157_e,acetaldehyde_C2H4O,,0,e,acetaldehyde,C2H4O,False,m1157
m1161_e,"adenosine 3',5'-bismonophosphate_C10H11N5O10P2",,0,e,"adenosine 3',5'-bismonophosphate",C10H11N5O10P2,False,m1161
m1163_m,"adenosine 3',5'-bismonophosphate_C10H11N5O10P2",,0,m,"adenosine 3',5'-bismonophosphate",C10H11N5O10P2,False,m1163
m1167_e,trehalose_C12H22O11,,0,e,trehalose,C12H22O11,False,m1167
m1169_e,alpha-D-glucosamine 6-phosphate_C6H14NO8P,,0,e,alpha-D-glucosamine 6-phosphate,C6H14NO8P,False,m1169
m1172_e,bicarbonate_CHO3,,0,e,bicarbonate,CHO3,False,m1172
m1174_n,carbon dioxide_CO2,,0,n,carbon dioxide,CO2,False,m1174
m1175_n,bicarbonate_CHO3,,0,n,bicarbonate,CHO3,False,m1175
m1176_e,carbon dioxide_CO2,,0,e,carbon dioxide,CO2,False,m1176
m1179_g,ceramide-1-(C24)_,,0,g,ceramide-1-(C24),,False,m1179
m1180_g,ceramide-2-(C24)_,,0,g,ceramide-2-(C24),,False,m1180
m1181_g,ceramide-4-(C24)_,,0,g,ceramide-4-(C24),,False,m1181
m1182_g,ceramide-1-(C26)_,,0,g,ceramide-1-(C26),,False,m1182
m1183_g,ceramide-2-(C26)_,,0,g,ceramide-2-(C26),,False,m1183
m1184_g,ceramide-4-(C26)_,,0,g,ceramide-4-(C26),,False,m1184
m1186_ce,choline_C5H14NO,,0,ce,choline,C5H14NO,False,m1186
m1187_e,citrate_C6H8O7,,0,e,citrate,C6H8O7,False,m1187
m1189_g,complex sphingolipid_,,0,g,complex sphingolipid,,False,m1189
m1190_c,complex sphingolipid_,,0,c,complex sphingolipid,,False,m1190
m1193_e,D-arabinose_C5H10O5,,0,e,D-arabinose,C5H10O5,False,m1193
m1197_e,D-galacturonate_ActiveX VT_ERROR:,,0,e,D-galacturonate,,True,m1197
m1199_e,D-glucitol_C6H14O6,,0,e,D-glucitol,C6H14O6,False,m1199
m1203_e,D-ribose_C5H10O5,,0,e,D-ribose,C5H10O5,False,m1203
m1205_e,D-xylose_C5H10O5,,0,e,D-xylose,C5H10O5,False,m1205
m1207_e,decanoate_C10H20O2,,0,e,decanoate,C10H20O2,False,m1207
m1209_e,deoxycytidine_C9H13N3O4,,0,e,deoxycytidine,C9H13N3O4,False,m1209
m1211_e,dTTP_C10H17N2O14P3,,0,e,dTTP,C10H17N2O14P3,False,m1211
m1215_l,ergosterol_C28H44O,,0,l,ergosterol,C28H44O,False,m1215
m1216_ce,ergosterol_C28H44O,,0,ce,ergosterol,C28H44O,False,m1216
m1217_e,ethanol_C2H6O,,0,e,ethanol,C2H6O,False,m1217
m1220_c,decanoate_C10H20O2,,0,c,decanoate,C10H20O2,False,m1220
m1221_c,laurate_C12H24O2,,0,c,laurate,C12H24O2,False,m1221
m1222_c,myristate_C14H28O2,,0,c,myristate,C14H28O2,False,m1222
m1223_c,palmitate_C16H32O2,,0,c,palmitate,C16H32O2,False,m1223
m1224_c,palmitoleate_C16H30O2,,0,c,palmitoleate,C16H30O2,False,m1224
m1225_x,palmitoleate_C16H30O2,,0,x,palmitoleate,C16H30O2,False,m1225
m1226_c,octanoate_C8H16O2,,0,c,octanoate,C8H16O2,False,m1226
m1227_e,myristate_C14H28O2,,0,e,myristate,C14H28O2,False,m1227
m1231_e,formate_CH2O2,,0,e,formate,CH2O2,False,m1231
m1233_e,fumarate_C4H4O4,,0,e,fumarate,C4H4O4,False,m1233
m1236_v,D-glucose_C6H12O6,,0,v,D-glucose,C6H12O6,False,m1236
m1237_e,glutathione disulfide_C20H32N6O12S2,,0,e,glutathione disulfide,C20H32N6O12S2,False,m1237
m1242_e,glycolaldehyde_C2H4O2,,0,e,glycolaldehyde,C2H4O2,False,m1242
m1244_e,glyoxylate_C2H2O3,,0,e,glyoxylate,C2H2O3,False,m1244
m1247_e,guanosine_C10H13N5O5,,0,e,guanosine,C10H13N5O5,False,m1247
m1249_l,H+_p+1,,0,l,H+_p+1,,False,m1249
m1251_c,hexacosanoyl-CoA_C47H86N7O17P3S,,0,c,hexacosanoyl-CoA,C47H86N7O17P3S,False,m1251
m1252_e,hexadecanal_C16H32O,,0,e,hexadecanal,C16H32O,False,m1252
m1254_e,palmitate_C16H32O2,,0,e,palmitate,C16H32O2,False,m1254
m1255_e,palmitoleate_C16H30O2,,0,e,palmitoleate,C16H30O2,False,m1255
m1256_n,hydrogen peroxide_H2O2,,0,n,hydrogen peroxide,H2O2,False,m1256
m1257_e,hypoxanthine_C5H4N4O,,0,e,hypoxanthine,C5H4N4O,False,m1257
m1259_c,indole-3-acetate_C10H9NO2,,0,c,indole-3-acetate,C10H9NO2,False,m1259
m1260_m,indole-3-acetate_C10H9NO2,,0,m,indole-3-acetate,C10H9NO2,False,m1260
m1261_e,inosine_C10H12N4O5,,0,e,inosine,C10H12N4O5,False,m1261
m1263_g,inositol-P-ceramide A (C24)_C48H96NO11P,,0,g,inositol-P-ceramide A (C24),C48H96NO11P,False,m1263
m1264_g,inositol-P-ceramide B (C24)_C48H96NO12P,,0,g,inositol-P-ceramide B (C24),C48H96NO12P,False,m1264
m1265_g,inositol-P-ceramide B' (C24)_C48H96NO12P,,0,g,inositol-P-ceramide B' (C24),C48H96NO12P,False,m1265
m1266_g,inositol-P-ceramide C (C24)_C48H96NO13P,,0,g,inositol-P-ceramide C (C24),C48H96NO13P,False,m1266
m1267_g,inositol-P-ceramide D (C24)_C48H96NO14P,,0,g,inositol-P-ceramide D (C24),C48H96NO14P,False,m1267
m1268_g,inositol-P-ceramide A (C26)_C50H100NO11P,,0,g,inositol-P-ceramide A (C26),C50H100NO11P,False,m1268
m1269_g,inositol-P-ceramide B (C26)_C50H100NO12P,,0,g,inositol-P-ceramide B (C26),C50H100NO12P,False,m1269
m1270_g,inositol-P-ceramide B' (C26)_C50H100NO12P,,0,g,inositol-P-ceramide B' (C26),C50H100NO12P,False,m1270
m1271_g,inositol-P-ceramide C (C26)_C50H100NO13P,,0,g,inositol-P-ceramide C (C26),C50H100NO13P,False,m1271
m1272_g,inositol-P-ceramide D (C26)_C50H100NO14P,,0,g,inositol-P-ceramide D (C26),C50H100NO14P,False,m1272
m1273_e,iron_Fe,,0,e,iron,Fe,False,m1273
m1276_c,isoamylol_C5H12O,,0,c,isoamylol,C5H12O,False,m1276
m1277_e,isoamylol_C5H12O,,0,e,isoamylol,C5H12O,False,m1277
m1278_m,isoamylol_C5H12O,,0,m,isoamylol,C5H12O,False,m1278
m1281_e,L-arabinitol_C5H12O5,,0,e,L-arabinitol,C5H12O5,False,m1281
m1283_e,L-arabinose_C5H10O5,,0,e,L-arabinose,C5H10O5,False,m1283
m1289_e,L-glucitol_C6H14O6,,0,e,L-glucitol,C6H14O6,False,m1289
m1294_e,L-homoserine_C4H9NO3,,0,e,L-homoserine,C4H9NO3,False,m1294
m1303_e,L-sorbose_C6H12O6,,0,e,L-sorbose,C6H12O6,False,m1303
m1310_e,laurate_C12H24O2,,0,e,laurate,C12H24O2,False,m1310
m1312_g,inositol phosphomannosylinositol phosphoceramide A (C24)_C60H117NO24P2,,0,g,inositol phosphomannosylinositol phosphoceramide A (C24),C60H117NO24P2,False,m1312
m1313_g,inositol phosphomannosylinositol phosphoceramide B (C24)_C60H117NO25P2,,0,g,inositol phosphomannosylinositol phosphoceramide B (C24),C60H117NO25P2,False,m1313
m1314_g,inositol phosphomannosylinositol phosphoceramide B' (C24)_C60H117NO25P2,,0,g,inositol phosphomannosylinositol phosphoceramide B' (C24),C60H117NO25P2,False,m1314
m1315_g,inositol phosphomannosylinositol phosphoceramide C (C24)_C60H117NO26P2,,0,g,inositol phosphomannosylinositol phosphoceramide C (C24),C60H117NO26P2,False,m1315
m1316_g,inositol phosphomannosylinositol phosphoceramide D (C24)_C60H117NO27P2,,0,g,inositol phosphomannosylinositol phosphoceramide D (C24),C60H117NO27P2,False,m1316
m1317_g,inositol phosphomannosylinositol phosphoceramide A (C26)_C62H121NO24P2,,0,g,inositol phosphomannosylinositol phosphoceramide A (C26),C62H121NO24P2,False,m1317
m1318_g,inositol phosphomannosylinositol phosphoceramide B (C26)_C62H121NO25P2,,0,g,inositol phosphomannosylinositol phosphoceramide B (C26),C62H121NO25P2,False,m1318
m1319_g,inositol phosphomannosylinositol phosphoceramide B' (C26)_C62H121NO25P2,,0,g,inositol phosphomannosylinositol phosphoceramide B' (C26),C62H121NO25P2,False,m1319
m1320_g,inositol phosphomannosylinositol phosphoceramide C (C26)_C62H121NO26P2,,0,g,inositol phosphomannosylinositol phosphoceramide C (C26),C62H121NO26P2,False,m1320
m1321_g,inositol phosphomannosylinositol phosphoceramide D (C26)_C62H121NO27P2,,0,g,inositol phosphomannosylinositol phosphoceramide D (C26),C62H121NO27P2,False,m1321
m1322_e,maltose_C12H22O11,,0,e,maltose,C12H22O11,False,m1322
m1324_c,mannan_,,0,c,mannan,,False,m1324
m1325_g,mannosylinositol phosphorylceramide A (C24)_C54H106NO16P,,0,g,mannosylinositol phosphorylceramide A (C24),C54H106NO16P,False,m1325
m1326_g,mannosylinositol phosphorylceramide B (C24)_C54H106NO17P,,0,g,mannosylinositol phosphorylceramide B (C24),C54H106NO17P,False,m1326
m1327_g,mannosylinositol phosphorylceramide B' (C24)_C54H106NO17P,,0,g,mannosylinositol phosphorylceramide B' (C24),C54H106NO17P,False,m1327
m1328_g,mannosylinositol phosphorylceramide C (C24)_C54H106NO18P,,0,g,mannosylinositol phosphorylceramide C (C24),C54H106NO18P,False,m1328
m1329_g,mannosylinositol phosphorylceramide D (C24)_C54H106NO19P,,0,g,mannosylinositol phosphorylceramide D (C24),C54H106NO19P,False,m1329
m1330_g,mannosylinositol phosphorylceramide A (C26)_C56H110NO16P,,0,g,mannosylinositol phosphorylceramide A (C26),C56H110NO16P,False,m1330
m1331_g,mannosylinositol phosphorylceramide B (C26)_C56H110NO17P,,0,g,mannosylinositol phosphorylceramide B (C26),C56H110NO17P,False,m1331
m1332_g,mannosylinositol phosphorylceramide B' (C26)_C56H110NO17P,,0,g,mannosylinositol phosphorylceramide B' (C26),C56H110NO17P,False,m1332
m1333_g,mannosylinositol phosphorylceramide C (C26)_C56H110NO18P,,0,g,mannosylinositol phosphorylceramide C (C26),C56H110NO18P,False,m1333
m1334_g,mannosylinositol phosphorylceramide D (C26)_C56H110NO19P,,0,g,mannosylinositol phosphorylceramide D (C26),C56H110NO19P,False,m1334
m1337_e,NMN_C11H15N2O8P,,0,e,NMN,C11H15N2O8P,False,m1337
m1339_e,oxygen_O2,,0,e,oxygen,O2,False,m1339
m1340_e,stearate_C18H36O2,,0,e,stearate,C18H36O2,False,m1340
m1341_e,octanoate_C8H16O2,,0,e,octanoate,C8H16O2,False,m1341
m1344_e,oxaloacetate_C4H4O5,,0,e,oxaloacetate,C4H4O5,False,m1344
m1349_c,palmitoyl-CoA_C37H66N7O17P3S,,0,c,palmitoyl-CoA,C37H66N7O17P3S,False,m1349
m1350_m,pantetheine 4'-phosphate_C11H23N2O7PS,,0,m,pantetheine 4'-phosphate,C11H23N2O7PS,False,m1350
m1351_e,pectin_ActiveX VT_ERROR:,,0,e,pectin,,True,m1351
m1354_v,phosphate_H3O4P,,0,v,phosphate,H3O4P,False,m1354
m1357_e,pyridoxine_C8H11NO3,,0,e,pyridoxine,C8H11NO3,False,m1357
m1368_e,succinate_C4H6O4,,0,e,succinate,C4H6O4,False,m1368
m1374_c,tetracosanoyl-CoA_C45H82N7O17P3S,,0,c,tetracosanoyl-CoA,C45H82N7O17P3S,False,m1374
m1378_e,thymidine_C10H14N2O5,,0,e,thymidine,C10H14N2O5,False,m1378
m1380_v,trehalose_C12H22O11,,0,v,trehalose,C12H22O11,False,m1380
m1384_v,H2O_H2O,,0,v,H2O,H2O,False,m1384
m1386_e,xanthosine_C10H12N4O6,,0,e,xanthosine,C10H12N4O6,False,m1386
m1388_e,xylitol_C5H12O5,,0,e,xylitol,C5H12O5,False,m1388
m1390_e,zymosterol_C27H44O,,0,e,zymosterol,C27H44O,False,m1390
m1392_ce,zymosterol_C27H44O,,0,ce,zymosterol,C27H44O,False,m1392
m1393_c,1-phosphatidyl-1D-myo-inositol_ActiveX VT_ERROR:,,0,c,1-phosphatidyl-1D-myo-inositol,,True,m1393
m1394_c,ergosterol ester_C29H43O2R,,0,c,ergosterol ester,C29H43O2R,False,m1394
m1395_c,fatty acid_,,0,c,fatty acid,,False,m1395
m1396_c,phosphatidyl-L-serine_C8H11NO10PR2,,0,c,phosphatidyl-L-serine,C8H11NO10PR2,False,m1396
m1397_c,phosphatidylcholine_C10H18NO8PR2,,0,c,phosphatidylcholine,C10H18NO8PR2,False,m1397
m1398_c,phosphatidylethanolamine_C7H12NO8PR2,,0,c,phosphatidylethanolamine,C7H12NO8PR2,False,m1398
m1399_c,triglyceride_ActiveX VT_ERROR:,,0,c,triglyceride,,True,m1399
m1400_c,lipid_,,0,c,lipid,,False,m1400
m1401_c,biomass_,,0,c,biomass,,False,m1401
m1403_c,kynurenic acid_C10H7NO3,,0,c,kynurenic acid,C10H7NO3,False,m1403
m1404_c,quinaldic acid_,,0,c,quinaldic acid,,False,m1404
m1405_e,14-demethyllanosterol_C29H48O,,0,e,14-demethyllanosterol,C29H48O,False,m1405
m1407_e,"ergosta-5,7,22,24(28)-tetraen-3beta-ol_C28H42O",,0,e,"ergosta-5,7,22,24(28)-tetraen-3beta-ol",C28H42O,False,m1407
m1409_c,stearoyl-CoA_C39H70N7O17P3S,,0,c,stearoyl-CoA,C39H70N7O17P3S,False,m1409
m1410_m,acetoacetyl-ACP_,,0,m,acetoacetyl-ACP,,False,m1410
m1411_m,butanoyl-ACP_,,0,m,butanoyl-ACP,,False,m1411
m1412_m,3-oxo-hexanoyl-ACP_,,0,m,3-oxo-hexanoyl-ACP,,False,m1412
m1413_m,hexanoyl-ACP_,,0,m,hexanoyl-ACP,,False,m1413
m1414_m,3-oxo-octanoyl-ACP_,,0,m,3-oxo-octanoyl-ACP,,False,m1414
m1415_m,3-hydroxybutanoyl-ACP_,,0,m,3-hydroxybutanoyl-ACP,,False,m1415
m1416_m,3-hydroxyhexanoyl-ACP_,,0,m,3-hydroxyhexanoyl-ACP,,False,m1416
m1417_m,3-hydroxyoctanoyl-ACP_,,0,m,3-hydroxyoctanoyl-ACP,,False,m1417
m1418_m,trans-but-2-enoyl-ACP_,,0,m,trans-but-2-enoyl-ACP,,False,m1418
m1419_m,trans-hex-2-enoyl-ACP_,,0,m,trans-hex-2-enoyl-ACP,,False,m1419
m1420_m,trans-oct-2-enoyl-ACP_,,0,m,trans-oct-2-enoyl-ACP,,False,m1420
m1421_m,octanoyl-ACP_C8H15OSR,,0,m,octanoyl-ACP,C8H15OSR,False,m1421
m1422_em,lauroyl-CoA_C33H58N7O17P3S,,0,em,lauroyl-CoA,C33H58N7O17P3S,False,m1422
