met_id,raw_name,formula,charge,compartment,clean_name,embedded_formula,is_dirty,base_id
m531_c,S-formylglutathione_C11H17N3O7S,,0,c,S-formylglutathione,C11H17N3O7S,False,m531
m532_c,10-formyl-THF_C20H21N7O7,,0,c,10-formyl-THF,C20H21N7O7,False,m532
m533_m,formate_CH2O2,,0,m,formate,CH2O2,False,m533
m534_m,10-formyl-THF_C20H21N7O7,,0,m,10-formyl-THF,C20H21N7O7,False,m534
m535_c,"D-fructose 1,6-bisphosphate_C6H14O12P2",,0,c,"D-fructose 1,6-bisphosphate",C6H14O12P2,False,m535
m536_c,glyceraldehyde 3-phosphate_C3H5O6P,,0,c,glyceraldehyde 3-phosphate,C3H5O6P,False,m536
m537_m,fumarate_C4H4O4,,0,m,fumarate,C4H4O4,False,m537
m538_m,(S)-malate_C4H6O5,,0,m,(S)-malate,C4H6O5,False,m538
m539_c,(S)-malate_C4H6O5,,0,c,(S)-malate,C4H6O5,False,m539
m540_c,orotate_C5H4N2O4,,0,c,orotate,C5H4N2O4,False,m540
m541_c,succinate_C4H6O4,,0,c,succinate,C4H6O4,False,m541
m542_c,L-cysteinylglycine_C5H10N2O3S,,0,c,L-cysteinylglycine,C5H10N2O3S,False,m542
m543_c,L-gamma-glutamyl-L-alanine_,,0,c,L-gamma-glutamyl-L-alanine,,False,m543
m544_c,D-galactose_C6H12O6,,0,c,D-galactose,C6H12O6,False,m544
m545_c,alpha-D-galactose 1-phosphate_C6H11O9P,,0,c,alpha-D-galactose 1-phosphate,C6H11O9P,False,m545
m546_c,UDP-D-galactose_C15H24N2O17P2,,0,c,UDP-D-galactose,C15H24N2O17P2,False,m546
m547_c,L-gamma-glutamyl-L-cysteine_C8H13N2O5S,,0,c,L-gamma-glutamyl-L-cysteine,C8H13N2O5S,False,m547
m548_c,pentaprenyl diphosphate_C25H44O7P2,,0,c,pentaprenyl diphosphate,C25H44O7P2,False,m548
m549_c,glycogen_,,0,c,glycogen,,False,m549
m550_c,alpha-D-glucosamine 6-phosphate_C6H14NO8P,,0,c,alpha-D-glucosamine 6-phosphate,C6H14NO8P,False,m550
m551_c,L-gamma-glutamyl phosphate_C5H8NO7P,,0,c,L-gamma-glutamyl phosphate,C5H8NO7P,False,m551
m552_c,L-glutamic 5-semialdehyde_C5H9NO3,,0,c,L-glutamic 5-semialdehyde,C5H9NO3,False,m552
m553_c,tRNA(Gln)_ActiveX VT_ERROR:,,0,c,tRNA(Gln),,True,m553
m554_c,Gln-tRNA(Gln)_C20H29N7O12PR(C5H8O6PR)n,,0,c,Gln-tRNA(Gln)_C20H29N7O12PR(C5H8O6PR)n,,False,m554
m555_c,tRNA(Glu)_ActiveX VT_ERROR:,,0,c,tRNA(Glu),,True,m555
m556_c,Glu-tRNA(Glu)_C20H28N6O13PR(C5H8O6PR)n,,0,c,Glu-tRNA(Glu)_C20H28N6O13PR(C5H8O6PR)n,,False,m556
m557_m,"tRNA(Glu), mitchondrial_",,0,m,"tRNA(Glu), mitchondrial",,False,m557
m558_m,Glu-tRNA(Glu)_C20H28N6O13PR(C5H8O6PR)n,,0,m,Glu-tRNA(Glu)_C20H28N6O13PR(C5H8O6PR)n,,False,m558
m559_c,glutathione disulfide_C20H32N6O12S2,,0,c,glutathione disulfide,C20H32N6O12S2,False,m559
m560_m,glutathione disulfide_C20H32N6O12S2,,0,m,glutathione disulfide,C20H32N6O12S2,False,m560
m561_m,glutathione_C10H17N3O6S,,0,m,glutathione,C10H17N3O6S,False,m561
m562_c,glycerol 3-phosphate_C3H9O6P,,0,c,glycerol 3-phosphate,C3H9O6P,False,m562
m563_m,FAD_C27H33N9O15P2,,0,m,FAD,C27H33N9O15P2,False,m563
m564_m,glycerol 3-phosphate_C3H9O6P,,0,m,glycerol 3-phosphate,C3H9O6P,False,m564
m565_m,dihydroxyacetone phosphate_C3H5O6P,,0,m,dihydroxyacetone phosphate,C3H5O6P,False,m565
m566_m,FADH2_C27H35N9O15P2,,0,m,FADH2,C27H35N9O15P2,False,m566
m567_em,acyl-CoA_,,0,em,acyl-CoA,,False,m567
m568_em,dihydroxyacetone phosphate_C3H5O6P,,0,em,dihydroxyacetone phosphate,C3H5O6P,False,m568
m569_em,acylglycerone phosphate_,,0,em,acylglycerone phosphate,,False,m569
m570_l,acyl-CoA_,,0,l,acyl-CoA,,False,m570
m571_l,dihydroxyacetone phosphate_C3H5O6P,,0,l,dihydroxyacetone phosphate,C3H5O6P,False,m571
m572_l,acylglycerone phosphate_,,0,l,acylglycerone phosphate,,False,m572
m573_l,coenzyme A_C21H36N7O16P3S,,0,l,coenzyme A,C21H36N7O16P3S,False,m573
m574_em,glycerol 3-phosphate_C3H9O6P,,0,em,glycerol 3-phosphate,C3H9O6P,False,m574
m575_em,1-acyl-sn-glycerol 3-phosphate_ActiveX VT_ERROR:,,0,em,1-acyl-sn-glycerol 3-phosphate,,True,m575
m576_l,glycerol 3-phosphate_C3H9O6P,,0,l,glycerol 3-phosphate,C3H9O6P,False,m576
m577_l,1-acyl-sn-glycerol 3-phosphate_ActiveX VT_ERROR:,,0,l,1-acyl-sn-glycerol 3-phosphate,,True,m577
m578_c,sn-glycero-3-phosphocholine_C8H21NO6P,,0,c,sn-glycero-3-phosphocholine,C8H21NO6P,False,m578
m579_c,5-phospho-ribosyl-glycineamide_C7H14N2O8P,,0,c,5-phospho-ribosyl-glycineamide,C7H14N2O8P,False,m579
m580_c,L-2-amino-3-oxobutanoate_C4H7NO3,,0,c,L-2-amino-3-oxobutanoate,C4H7NO3,False,m580
m581_m,ammonium_H3N,,0,m,ammonium,H3N,False,m581
m582_m,L-serine_C3H7NO3,,0,m,L-serine,C3H7NO3,False,m582
m583_m,lipoamide_C8H15NOS2,,0,m,lipoamide,C8H15NOS2,False,m583
m584_m,S(8)-aminomethyldihydrolipoamide_C9H20N2OS2,,0,m,S(8)-aminomethyldihydrolipoamide,C9H20N2OS2,False,m584
m585_m,dihydrolipoamide_C8H17NOS2,,0,m,dihydrolipoamide,C8H17NOS2,False,m585
m586_m,lipoylprotein_C12H18N2O4S2R2(C2H2NOR)n,,0,m,lipoylprotein_C12H18N2O4S2R2(C2H2NOR)n,,False,m586
m587_m,S(8)-aminomethyldihydrolipoylprotein_C9H18NOS2R,,0,m,S(8)-aminomethyldihydrolipoylprotein,C9H18NOS2R,False,m587
m588_m,dihydrolipoylprotein_C8H15OS2R,,0,m,dihydrolipoylprotein,C8H15OS2R,False,m588
m589_c,D-glucose 1-phosphate_C6H13O9P,,0,c,D-glucose 1-phosphate,C6H13O9P,False,m589
m590_c,tRNA(Gly)_ActiveX VT_ERROR:,,0,c,tRNA(Gly),,True,m590
m591_c,Gly-tRNA(Gly)_C12H20NO11PR2(C5H8O6PR)n,,0,c,Gly-tRNA(Gly)_C12H20NO11PR2(C5H8O6PR)n,,False,m591
m592_c,xanthosine-5-phosphate_C10H11N4O9P,,0,c,xanthosine-5-phosphate,C10H11N4O9P,False,m592
m593_c,guanosine_C10H13N5O5,,0,c,guanosine,C10H13N5O5,False,m593
m594_c,D-ribose_C5H10O5,,0,c,D-ribose,C5H10O5,False,m594
m595_c,guanine_C5H5N5O,,0,c,guanine,C5H5N5O,False,m595
m596_r,6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol_,,0,r,6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol,,False,m596
m597_r,acetate_C2H4O2,,0,r,acetate,C2H4O2,False,m597
m598_r,6-O-[alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol_,,0,r,6-O-[alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol,,False,m598
m599_r,phosphatidylethanolamine_C7H12NO8PR2,,0,r,phosphatidylethanolamine,C7H12NO8PR2,False,m599
m600_r,6-O-{2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol_,,0,r,6-O-{2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol,,False,m600
m601_r,6-O-{alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol_,,0,r,6-O-{alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol,,False,m601
m602_r,6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol_,,0,r,6-O-{alpha-D-mannosyl-(1-2)-alpha-D-mannosyl-(1-6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1-4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol,,False,m602
m603_r,6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1-4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol_,,0,r,6-[6-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-2-(2-aminoethylphosphoryl)-alpha-mannosyl-(1-6)-alpha-2-(2-aminoethylphosphoryl)mannosyl-(1-4)-alpha-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol,,False,m603
m604_r,diglyceride_ActiveX VT_ERROR:,,0,r,diglyceride,,True,m604
m605_c,9H-xanthine_C5H4N4O2,,0,c,9H-xanthine,C5H4N4O2,False,m605
m606_c,dATP_C10H16N5O12P3,,0,c,dATP,C10H16N5O12P3,False,m606
m607_c,dADP_C10H15N5O9P2,,0,c,dADP,C10H15N5O9P2,False,m607
m608_m,heme o_C49H58FeN4O5,,0,m,heme o,C49H58FeN4O5,False,m608
m609_m,heme a_C49H56FeN4O6,,0,m,heme a,C49H56FeN4O6,False,m609
m610_m,farnesyl diphosphate_C15H25O7P2,,0,m,farnesyl diphosphate,C15H25O7P2,False,m610
m611_m,"2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone_C38H56O4",,0,m,"2-hexaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone",C38H56O4,False,m611
m612_c,D-mannose_C6H12O6,,0,c,D-mannose,C6H12O6,False,m612
m613_c,D-mannose 6-phosphate_C6H13O9P,,0,c,D-mannose 6-phosphate,C6H13O9P,False,m613
m614_c,L-histidinol_C6H11N3O,,0,c,L-histidinol,C6H11N3O,False,m614
m615_c,L-histidine_C6H9N3O2,,0,c,L-histidine,C6H9N3O2,False,m615
m616_c,L-histidinol phosphate_C6H12N3O4P,,0,c,L-histidinol phosphate,C6H12N3O4P,False,m616
m617_c,3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate_C6H7N2O5P,,0,c,3-(imidazol-4-yl)-2-oxopropyl dihydrogen phosphate,C6H7N2O5P,False,m617
m618_c,tRNA(His)_ActiveX VT_ERROR:,,0,c,tRNA(His),,True,m618
m619_c,His-tRNA(His)_C16H24N3O11PR2(C5H8O6PR)n,,0,c,His-tRNA(His)_C16H24N3O11PR2(C5H8O6PR)n,,False,m619
m620_m,L-histidine_C6H9N3O2,,0,m,L-histidine,C6H9N3O2,False,m620
m621_m,"tRNA(His), mitchondrial_",,0,m,"tRNA(His), mitchondrial",,False,m621
m622_m,His-tRNA(His)_C16H24N3O11PR2(C5H8O6PR)n,,0,m,His-tRNA(His)_C16H24N3O11PR2(C5H8O6PR)n,,False,m622
m623_c,N(pros)-methyl-L-histidine_C7H11N3O2,,0,c,N(pros)-methyl-L-histidine,C7H11N3O2,False,m623
m624_m,homoisocitrate_C7H10O7,,0,m,homoisocitrate,C7H10O7,False,m624
m625_n,2-oxoglutarate_C5H6O5,,0,n,2-oxoglutarate,C5H6O5,False,m625
m626_n,H2O_H2O,,0,n,H2O,H2O,False,m626
m627_n,H+_p+1,,0,n,H+_p+1,,False,m627
m628_n,homocitrate_C7H10O7,,0,n,homocitrate,C7H10O7,False,m628
m629_m,2-oxoadipic acid_C6H6O5,,0,m,2-oxoadipic acid,C6H6O5,False,m629
m630_c,L-homoserine_C4H9NO3,,0,c,L-homoserine,C4H9NO3,False,m630
m631_c,O-phospho-L-homoserine_C4H10NO6P,,0,c,O-phospho-L-homoserine,C4H10NO6P,False,m631
m632_c,TRX1_C6H9NO2S2R2,,0,c,TRX1,C6H9NO2S2R2,False,m632
m633_c,TRX1-disulphide_,,0,c,TRX1-disulphide,,False,m633
m634_m,TRX1_C6H9NO2S2R2,,0,m,TRX1,C6H9NO2S2R2,False,m634
m635_m,TRX1-disulphide_,,0,m,TRX1-disulphide,,False,m635
m636_x,TRX1_C6H9NO2S2R2,,0,x,TRX1,C6H9NO2S2R2,False,m636
m637_x,TRX1-disulphide_,,0,x,TRX1-disulphide,,False,m637
m638_c,(R)-S-lactoylglutathione_C13H21N3O8S,,0,c,(R)-S-lactoylglutathione,C13H21N3O8S,False,m638
m639_m,(R)-S-lactoylglutathione_C13H21N3O8S,,0,m,(R)-S-lactoylglutathione,C13H21N3O8S,False,m639
m640_m,hexaprenyl diphosphate_C30H52O7P2,,0,m,hexaprenyl diphosphate,C30H52O7P2,False,m640
m641_m,3-hexaprenyl-4-hydroxybenzoic acid_C37H54O3,,0,m,3-hexaprenyl-4-hydroxybenzoic acid,C37H54O3,False,m641
m642_c,5-(2-hydroxyethyl)-4-methylthiazole_C6H9NOS,,0,c,5-(2-hydroxyethyl)-4-methylthiazole,C6H9NOS,False,m642
m643_c,4-methyl-5-(2-phosphonooxyethyl)thiazole_,,0,c,4-methyl-5-(2-phosphonooxyethyl)thiazole,,False,m643
m644_c,porphobilinogen_C10H14N2O4,,0,c,porphobilinogen,C10H14N2O4,False,m644
m645_c,preuroporphyrinogen_C40H38N4O17,,0,c,preuroporphyrinogen,C40H38N4O17,False,m645
m646_c,3-hydroxy-3-methylglutaryl-CoA_C27H44N7O20P3S,,0,c,3-hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,False,m646
m647_c,(R)-mevalonate_C6H12O4,,0,c,(R)-mevalonate,C6H12O4,False,m647
m648_m,3-hydroxy-3-methylglutaryl-CoA_C27H44N7O20P3S,,0,m,3-hydroxy-3-methylglutaryl-CoA,C27H44N7O20P3S,False,m648
m649_c,4-amino-5-hydroxymethyl-2-methylpyrimidine_C6H9N3O,,0,c,4-amino-5-hydroxymethyl-2-methylpyrimidine,C6H9N3O,False,m649
m650_c,4-amino-2-methyl-5-phosphomethylpyrimidine_C6H10N3O4P,,0,c,4-amino-2-methyl-5-phosphomethylpyrimidine,C6H10N3O4P,False,m650
m651_c,hypoxanthine_C5H4N4O,,0,c,hypoxanthine,C5H4N4O,False,m651
m652_c,D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate_C6H11N2O6P,,0,c,D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate,C6H11N2O6P,False,m652
m653_c,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate_C12H16NO9P,,0,c,1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate,C12H16NO9P,False,m653
m654_c,1-C-(indol-3-yl)glycerol 3-phosphate_C11H12NO6P,,0,c,1-C-(indol-3-yl)glycerol 3-phosphate,C11H12NO6P,False,m654
m655_c,phosphoribosyl-formamido-carboxamide_C10H13N4O9P,,0,c,phosphoribosyl-formamido-carboxamide,C10H13N4O9P,False,m655
m656_n,"myo-inositol 1,3,4,5,6-pentakisphosphate_ActiveX VT_ERROR:",,0,n,"myo-inositol 1,3,4,5,6-pentakisphosphate",,True,m656
m657_n,ADP_C10H15N5O10P2,,0,n,ADP,C10H15N5O10P2,False,m657
m658_n,myo-inositol hexakisphosphate_C6H18O24P6,,0,n,myo-inositol hexakisphosphate,C6H18O24P6,False,m658
m659_n,"1D-myo-inositol 1,3,4,5-tetrakisphosphate_ActiveX VT_ERROR:",,0,n,"1D-myo-inositol 1,3,4,5-tetrakisphosphate",,True,m659
m660_n,"1D-myo-inositol 1,4,5,6-tetrakisphosphate_ActiveX VT_ERROR:",,0,n,"1D-myo-inositol 1,4,5,6-tetrakisphosphate",,True,m660
m661_n,"1D-myo-inositol 1,4,5-trisphosphate_C6H15O15P3",,0,n,"1D-myo-inositol 1,4,5-trisphosphate",C6H15O15P3,False,m661
m662_r,mannosylinositol phosphorylceramide A (C24)_C54H106NO16P,,0,r,mannosylinositol phosphorylceramide A (C24),C54H106NO16P,False,m662
m663_r,mannose-1D-myo-inositol 1-phosphate_C12H23O14P,,0,r,mannose-1D-myo-inositol 1-phosphate,C12H23O14P,False,m663
m664_r,mannosylinositol phosphorylceramide A (C26)_C56H110NO16P,,0,r,mannosylinositol phosphorylceramide A (C26),C56H110NO16P,False,m664
m665_r,mannosylinositol phosphorylceramide B' (C24)_C54H106NO17P,,0,r,mannosylinositol phosphorylceramide B' (C24),C54H106NO17P,False,m665
m666_r,mannosylinositol phosphorylceramide B' (C26)_C56H110NO17P,,0,r,mannosylinositol phosphorylceramide B' (C26),C56H110NO17P,False,m666
m667_r,mannosylinositol phosphorylceramide B (C24)_C54H106NO17P,,0,r,mannosylinositol phosphorylceramide B (C24),C54H106NO17P,False,m667
m668_r,mannosylinositol phosphorylceramide B (C26)_C56H110NO17P,,0,r,mannosylinositol phosphorylceramide B (C26),C56H110NO17P,False,m668
m669_r,mannosylinositol phosphorylceramide C (C24)_C54H106NO18P,,0,r,mannosylinositol phosphorylceramide C (C24),C54H106NO18P,False,m669
m670_r,mannosylinositol phosphorylceramide C (C26)_C56H110NO18P,,0,r,mannosylinositol phosphorylceramide C (C26),C56H110NO18P,False,m670
m671_r,mannosylinositol phosphorylceramide D (C24)_C54H106NO19P,,0,r,mannosylinositol phosphorylceramide D (C24),C54H106NO19P,False,m671
m672_r,mannosylinositol phosphorylceramide D (C26)_C56H110NO19P,,0,r,mannosylinositol phosphorylceramide D (C26),C56H110NO19P,False,m672
m673_r,inositol phosphomannosylinositol phosphoceramide A (C24)_C60H117NO24P2,,0,r,inositol phosphomannosylinositol phosphoceramide A (C24),C60H117NO24P2,False,m673
m674_r,mannose-(1D-myo-inositol 1-phosphate)2_C18H34O22P2,,0,r,mannose-(1D-myo-inositol 1-phosphate)2,C18H34O22P2,False,m674
m675_r,inositol phosphomannosylinositol phosphoceramide A (C26)_C62H121NO24P2,,0,r,inositol phosphomannosylinositol phosphoceramide A (C26),C62H121NO24P2,False,m675
m676_r,inositol phosphomannosylinositol phosphoceramide B' (C24)_C60H117NO25P2,,0,r,inositol phosphomannosylinositol phosphoceramide B' (C24),C60H117NO25P2,False,m676
m677_r,inositol phosphomannosylinositol phosphoceramide B' (C26)_C62H121NO25P2,,0,r,inositol phosphomannosylinositol phosphoceramide B' (C26),C62H121NO25P2,False,m677
m678_r,inositol phosphomannosylinositol phosphoceramide B (C24)_C60H117NO25P2,,0,r,inositol phosphomannosylinositol phosphoceramide B (C24),C60H117NO25P2,False,m678
m679_r,inositol phosphomannosylinositol phosphoceramide B (C26)_C62H121NO25P2,,0,r,inositol phosphomannosylinositol phosphoceramide B (C26),C62H121NO25P2,False,m679
m680_r,inositol phosphomannosylinositol phosphoceramide C (C24)_C60H117NO26P2,,0,r,inositol phosphomannosylinositol phosphoceramide C (C24),C60H117NO26P2,False,m680
m681_r,inositol phosphomannosylinositol phosphoceramide C (C26)_C62H121NO26P2,,0,r,inositol phosphomannosylinositol phosphoceramide C (C26),C62H121NO26P2,False,m681
m682_r,inositol phosphomannosylinositol phosphoceramide D (C24)_C60H117NO27P2,,0,r,inositol phosphomannosylinositol phosphoceramide D (C24),C60H117NO27P2,False,m682
m683_r,inositol phosphomannosylinositol phosphoceramide D (C26)_C62H121NO27P2,,0,r,inositol phosphomannosylinositol phosphoceramide D (C26),C62H121NO27P2,False,m683
m684_m,inositol-P-ceramide A (C24)_C48H96NO11P,,0,m,inositol-P-ceramide A (C24),C48H96NO11P,False,m684
m685_m,1D-myo-inositol 3-phosphate_C6H13O9P,,0,m,1D-myo-inositol 3-phosphate,C6H13O9P,False,m685
m686_m,ceramide-1-(C24)_,,0,m,ceramide-1-(C24),,False,m686
m687_m,inositol-P-ceramide A (C26)_C50H100NO11P,,0,m,inositol-P-ceramide A (C26),C50H100NO11P,False,m687
m688_m,ceramide-1-(C26)_,,0,m,ceramide-1-(C26),,False,m688
m689_m,inositol-P-ceramide B' (C24)_C48H96NO12P,,0,m,inositol-P-ceramide B' (C24),C48H96NO12P,False,m689
m690_m,ceramide-2'-(C24)_,,0,m,ceramide-2'-(C24),,False,m690
m691_m,inositol-P-ceramide B' (C26)_C50H100NO12P,,0,m,inositol-P-ceramide B' (C26),C50H100NO12P,False,m691
m692_m,ceramide-2'-(C26)_,,0,m,ceramide-2'-(C26),,False,m692
m693_m,inositol-P-ceramide B (C24)_C48H96NO12P,,0,m,inositol-P-ceramide B (C24),C48H96NO12P,False,m693
m694_m,ceramide-2-(C24)_,,0,m,ceramide-2-(C24),,False,m694
m695_m,inositol-P-ceramide B (C26)_C50H100NO12P,,0,m,inositol-P-ceramide B (C26),C50H100NO12P,False,m695
m696_m,ceramide-2-(C26)_,,0,m,ceramide-2-(C26),,False,m696
m697_m,inositol-P-ceramide C (C24)_C48H96NO13P,,0,m,inositol-P-ceramide C (C24),C48H96NO13P,False,m697
m698_m,ceramide-3-(C24)_,,0,m,ceramide-3-(C24),,False,m698
m699_m,inositol-P-ceramide C (C26)_C50H100NO13P,,0,m,inositol-P-ceramide C (C26),C50H100NO13P,False,m699
m700_m,ceramide-3-(C26)_,,0,m,ceramide-3-(C26),,False,m700
m701_m,inositol-P-ceramide D (C24)_C48H96NO14P,,0,m,inositol-P-ceramide D (C24),C48H96NO14P,False,m701
m702_m,ceramide-4-(C24)_,,0,m,ceramide-4-(C24),,False,m702
m703_m,inositol-P-ceramide D (C26)_C50H100NO14P,,0,m,inositol-P-ceramide D (C26),C50H100NO14P,False,m703
m704_m,ceramide-4-(C26)_,,0,m,ceramide-4-(C26),,False,m704
m705_m,mannosylinositol phosphorylceramide A (C24)_C54H106NO16P,,0,m,mannosylinositol phosphorylceramide A (C24),C54H106NO16P,False,m705
m706_m,mannose-1D-myo-inositol 1-phosphate_C12H23O14P,,0,m,mannose-1D-myo-inositol 1-phosphate,C12H23O14P,False,m706
m707_m,mannosylinositol phosphorylceramide A (C26)_C56H110NO16P,,0,m,mannosylinositol phosphorylceramide A (C26),C56H110NO16P,False,m707
m708_m,mannosylinositol phosphorylceramide B' (C24)_C54H106NO17P,,0,m,mannosylinositol phosphorylceramide B' (C24),C54H106NO17P,False,m708
m709_m,mannosylinositol phosphorylceramide B' (C26)_C56H110NO17P,,0,m,mannosylinositol phosphorylceramide B' (C26),C56H110NO17P,False,m709
m710_m,mannosylinositol phosphorylceramide B (C24)_C54H106NO17P,,0,m,mannosylinositol phosphorylceramide B (C24),C54H106NO17P,False,m710
m711_m,mannosylinositol phosphorylceramide B (C26)_C56H110NO17P,,0,m,mannosylinositol phosphorylceramide B (C26),C56H110NO17P,False,m711
m712_m,mannosylinositol phosphorylceramide C (C24)_C54H106NO18P,,0,m,mannosylinositol phosphorylceramide C (C24),C54H106NO18P,False,m712
m713_m,mannosylinositol phosphorylceramide C (C26)_C56H110NO18P,,0,m,mannosylinositol phosphorylceramide C (C26),C56H110NO18P,False,m713
m714_m,mannosylinositol phosphorylceramide D (C24)_C54H106NO19P,,0,m,mannosylinositol phosphorylceramide D (C24),C54H106NO19P,False,m714
m715_m,mannosylinositol phosphorylceramide D (C26)_C56H110NO19P,,0,m,mannosylinositol phosphorylceramide D (C26),C56H110NO19P,False,m715
m716_m,inositol phosphomannosylinositol phosphoceramide A (C24)_C60H117NO24P2,,0,m,inositol phosphomannosylinositol phosphoceramide A (C24),C60H117NO24P2,False,m716
m717_m,mannose-(1D-myo-inositol 1-phosphate)2_C18H34O22P2,,0,m,mannose-(1D-myo-inositol 1-phosphate)2,C18H34O22P2,False,m717
m718_m,inositol phosphomannosylinositol phosphoceramide A (C26)_C62H121NO24P2,,0,m,inositol phosphomannosylinositol phosphoceramide A (C26),C62H121NO24P2,False,m718
m719_m,inositol phosphomannosylinositol phosphoceramide B' (C24)_C60H117NO25P2,,0,m,inositol phosphomannosylinositol phosphoceramide B' (C24),C60H117NO25P2,False,m719
m720_m,inositol phosphomannosylinositol phosphoceramide B' (C26)_C62H121NO25P2,,0,m,inositol phosphomannosylinositol phosphoceramide B' (C26),C62H121NO25P2,False,m720
m721_m,inositol phosphomannosylinositol phosphoceramide B (C24)_C60H117NO25P2,,0,m,inositol phosphomannosylinositol phosphoceramide B (C24),C60H117NO25P2,False,m721
m722_m,inositol phosphomannosylinositol phosphoceramide B (C26)_C62H121NO25P2,,0,m,inositol phosphomannosylinositol phosphoceramide B (C26),C62H121NO25P2,False,m722
m723_m,inositol phosphomannosylinositol phosphoceramide C (C24)_C60H117NO26P2,,0,m,inositol phosphomannosylinositol phosphoceramide C (C24),C60H117NO26P2,False,m723
m724_m,inositol phosphomannosylinositol phosphoceramide C (C26)_C62H121NO26P2,,0,m,inositol phosphomannosylinositol phosphoceramide C (C26),C62H121NO26P2,False,m724
m725_m,inositol phosphomannosylinositol phosphoceramide D (C24)_C60H117NO27P2,,0,m,inositol phosphomannosylinositol phosphoceramide D (C24),C60H117NO27P2,False,m725
m726_m,inositol phosphomannosylinositol phosphoceramide D (C26)_C62H121NO27P2,,0,m,inositol phosphomannosylinositol phosphoceramide D (C26),C62H121NO27P2,False,m726
m727_r,inositol-P-ceramide A (C24)_C48H96NO11P,,0,r,inositol-P-ceramide A (C24),C48H96NO11P,False,m727
m728_r,1D-myo-inositol 1-phosphate_C6H11O9P,,0,r,1D-myo-inositol 1-phosphate,C6H11O9P,False,m728
m729_r,inositol-P-ceramide A (C26)_C50H100NO11P,,0,r,inositol-P-ceramide A (C26),C50H100NO11P,False,m729
m730_r,inositol-P-ceramide B' (C24)_C48H96NO12P,,0,r,inositol-P-ceramide B' (C24),C48H96NO12P,False,m730
m731_r,inositol-P-ceramide B' (C26)_C50H100NO12P,,0,r,inositol-P-ceramide B' (C26),C50H100NO12P,False,m731
m732_r,inositol-P-ceramide B (C24)_C48H96NO12P,,0,r,inositol-P-ceramide B (C24),C48H96NO12P,False,m732
m733_r,inositol-P-ceramide B (C26)_C50H100NO12P,,0,r,inositol-P-ceramide B (C26),C50H100NO12P,False,m733
m734_r,inositol-P-ceramide C (C24)_C48H96NO13P,,0,r,inositol-P-ceramide C (C24),C48H96NO13P,False,m734
m735_r,inositol-P-ceramide C (C26)_C50H100NO13P,,0,r,inositol-P-ceramide C (C26),C50H100NO13P,False,m735
m736_r,inositol-P-ceramide D (C24)_C48H96NO14P,,0,r,inositol-P-ceramide D (C24),C48H96NO14P,False,m736
m737_r,inositol-P-ceramide D (C26)_C50H100NO14P,,0,r,inositol-P-ceramide D (C26),C50H100NO14P,False,m737
m738_c,isocitrate_C6H8O7,,0,c,isocitrate,C6H8O7,False,m738
m739_x,isocitrate_C6H8O7,,0,x,isocitrate,C6H8O7,False,m739
m740_x,NADP(+)_C21H28N7O17P3,,0,x,NADP(+),C21H28N7O17P3,False,m740
