base_id,name,bigg_id,kegg_id,formula,charge,confidence
m1558,3-hydroxy-(5Z)-tetradecenoyl-CoA,3htd5coa,,C35H56N7O18P3S,-4.0,database
m1559,Acetoacetyl-CoA,aacoa,,C25H36N7O18P3S,-4.0,database
m1560,3-Oxohexanoyl-CoA,3ohcoa,,C27H40N7O18P3S,-4.0,database
m1561,3-Oxooctanoyl-CoA,3oocoa,,C29H44N7O18P3S,-4.0,database
m1562,3-oxoicosanoyl-CoA(4-),CE2251,,C41H68N7O18P3S,-4.0,database
m1563,3-oxodocosanoyl-CoA(4-),CE2250,,C43H72N7O18P3S,-4.0,database
m1564,3-oxotetracosanoyl-CoA,CE2253,,C45H76N7O18P3S,-4.0,database
m1565,Cis hexadec 7 enoyl CoA,hdd7coa,,C37H60N7O17P3S,-4.0,database
m1566,3-oxo-(7Z)-tetradecenoyl-CoA,3otd7coa,,C35H54N7O18P3S,-4.0,database
m1567,Cis dodedec 5 enoyl CoA,ddecoa,,C33H52N7O17P3S,-4.0,database
m1568,3-oxo-cis-9-octadecenoyl-CoA,CE5160,,C39H62N7O18P3S,-4.0,database
m1569,Cis hexadec 7 enoyl CoA,hdd7coa,,C37H60N7O17P3S,-4.0,database
m1570,"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA",CE2424,,C35H52N7O18P3S,-4.0,database
m1571,Cis dodedec 5 enoyl CoA,ddecoa,,C33H52N7O17P3S,-4.0,database
m1572,Cis dodedec 5 enoyl CoA,ddecoa,,C33H52N7O17P3S,-4.0,database
m1573,Trans cis dodedeca 2 5 dienoyl CoA,dde2coa,,C33H50N7O17P3S,-4.0,database
m1574,Trans-Dodec-2-enoyl-CoA,dd2coa,,C33H52N7O17P3S,-4.0,database
m1575,Trans cis tetradeca 2 5 dienoyl CoA,tded5_2_coa,,C35H54N7O17P3S,-4.0,database
m1576,Trans-Tetradec-2-enoyl-CoA,td2coa,,C35H56N7O17P3S,-4.0,database
m1577,2 trans 4 cis decadienoyl CoA,dec4_2_coa,,C31H46N7O17P3S,-4.0,database
m1578,2 trans 4 cis decadienoyl CoA,dec4_2_coa,,C31H46N7O17P3S,-4.0,database
m1579,ergosteryl palmitoleate,,,C44H72O2,0.0,medium
m1580,H2O H2O,h2o,,H2O,0.0,database
m1581,ergosteryl oleate,,,C46H76O2,0.0,medium
m1582,Episterol C28H46O,epist,,C28H46O,0.0,database
m1583,Episterol C28H46O,epist,,C28H46O,0.0,database
m1584,Episterol C28H46O,epist,,C28H46O,0.0,database
m1585,Fecosterol C28H46O,fecost,,C28H46O,0.0,database
m1586,Fecosterol C28H46O,fecost,,C28H46O,0.0,database
m1587,Fecosterol C28H46O,fecost,,C28H46O,0.0,database
m1588,Lanosterol C30H50O,lanost,,C30H50O,0.0,database
m1589,Lanosterol C30H50O,lanost,,C30H50O,0.0,database
m1590,Lanosterol C30H50O,lanost,,C30H50O,0.0,database
m1591,zymosteryl palmitoleate,,,C43H72O2,0.0,medium
m1592,Zymosterol C27H44O,zymst,,C27H44O,0.0,database
m1593,zymosteryl oleate,,C15441,C45H76O2,,database
m1594,H2O H2O,h2o,,H2O,0.0,database
m1595,zymosteryl palmitoleate,,,C43H72O2,0.0,medium
m1596,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1597,zymosteryl oleate,,C15441,C45H76O2,,database
m1598,Maleate,male,,C4H2O4,-2.0,database
m1599,Phosphate,pi,,HO4P,0.0,database
m1600,CDP C9H12N3O11P2,cdp,,C9H12N3O11P2,-3.0,database
m1601,CMP C9H12N3O8P,cmp,,C9H12N3O8P,-2.0,database
m1602,Ethanolamine,etha,,C2H8NO,1.0,database
m1603,Choline C5H14NO,chol,,C5H14NO,1.0,database
m1604,L-Serine,ser__L,,C3H7NO3,0.0,database
m1605,Myo-Inositol,inost,,C6H12O6,0.0,database
m1606,S-Adenosyl-L-methionine,amet,,C15H23N6O5S,1.0,database
m1607,S-Adenosyl-L-homocysteine,ahcys,,C14H20N6O5S,0.0,database
m1608,Sn-Glycero-3-phosphocholine,g3pc,,C8H20NO6P,0.0,database
m1609,Nicotinamide adenine dinucleotide phosphate - reduced,nadph,,C21H26N7O17P3,0.0,database
m1610,Nicotinamide adenine dinucleotide phosphate,nadp,,C21H25N7O17P3,0.0,database
m1611,Glycerol,glyc,,C3H8O3,0.0,database
m1612,Phosphate,pi,,HO4P,0.0,database
m1613,Sn-Glycero-3-phosphocholine,g3pc,,C8H20NO6P,0.0,database
m1614,Sn-Glycero-3-phospho-1-inositol,g3pi,,C9H18O11P,-1.0,database
m1615,Retinyl Palmitate,M02837,,C36H58O3,0.0,database
m1616,Stearoyllipoteichoic acid n=24  linked  N-acetyl-D-glucosamine,stear24s,,C18H36O2,-24.0,database
m1617,H2O H2O,h2o,,H2O,0.0,database
m1618,Phosphate,pi,,HO4P,0.0,database
m1619,H2O H2O,h2o,,H2O,0.0,database
m1620,Phosphate,pi,,HO4P,0.0,database
m1621,ATP C10H12N5O13P3,atp,,C10H12N5O13P3,-4.0,database
m1622,ADP C10H12N5O10P2,adp,,C10H12N5O10P2,-3.0,database
m1623,H2O H2O,h2o,,H2O,0.0,database
m1624,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1625,Caffeoyl-CoA,caffcoa,,C30H38N7O19P3S,-4.0,database
m1626,Retinyl Palmitate,M02837,,C36H58O3,0.0,database
m1627,Stearoyllipoteichoic acid n=24  linked  N-acetyl-D-glucosamine,stear24s,,C18H36O2,-24.0,database
m1628,Glycerol 3-phosphate,glyc3p,,C3H7O6P,-2.0,database
m1629,CMP C9H12N3O8P,cmp,,C9H12N3O8P,-2.0,database
m1630,Phosphate,pi,,HO4P,0.0,database
m1631,Phosphatidylserine,ps_cho,,C6H11NO6PRCO2R2CO2,-1.0,database
m1632,Phosphatidylcholine,pchol_cho,,C8H18NO4PRCO2R2CO2,0.0,database
m1633,Phosphatidylethanolamine,pe_cho,,C5H12NO4PRCO2R2CO2,0.0,database
m1634,triglyceride,,,,,unmatched
m1635,Heme O C49H56FeN4O5,hemeO,,C49H56FeN4O5,0.0,database
m1636,Raffinose C18H32O16,raffin,,C18H32O16,0.0,database
m1637,Melibiose C12H22O11,melib,,C12H22O11,0.0,database
m1640,triglyceride,,,,,unmatched
m1641,Fatty Acid (C20:0),fa20n,,C20H39O2,-1.0,database
m1642,diglyceride,,,,,unmatched
m1643,1-phosphatidyl-1D-myo-inositol 4-phosphate,,,,,unmatched
m1644,1-phosphatidyl-1D-myo-inositol,,,,,unmatched
m1645,1-phosphatidyl-1D-myo-inositol 4-phosphate,,,,,unmatched
m1646,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",,,,,unmatched
m1647,Phosphatidylinositol(16:1(9Z)/16:1(9Z)),pail161,,C41H74O13P,-1.0,database
m1648,1-phosphatidyl-1D-myo-inositol,,,,,unmatched
m1649,diglyceride,,,,,unmatched
m1650,phosphatidylglycerol,,,,,unmatched
m1651,cardiolipin,,,,,unmatched
m1652,Glycerol,glyc,,C3H8O3,0.0,database
m1653,1-(3-sn-phosphatidyl)-sn-glycerol 3-phosphate (MRSA),pgp_MRSA,,C56H108N2O24P3,-2.0,database
m1654,Cardiolipin,clpn_cho,,C9H16O9P2RCO2R2CO2RCO2R2CO2,-2.0,database
m1655,Fatty Acid (C20:0),fa20n,,C20H39O2,-1.0,database
m1656,1-Stearoylglycerophosphoethanolamine,peste_hs,,C23H48NO7P,0.0,database
m1657,Acyl-glycerophosphocholine,agpc_EC,,C1243H2524N50O350P50,0.0,database
m1658,Fatty Acid (C20:0),fa20n,,C20H39O2,-1.0,database
m1659,Phosphatidylcholine,pchol_cho,,C8H18NO4PRCO2R2CO2,0.0,database
m1660,Acyl-glycerophosphocholine,agpc_EC,,C1243H2524N50O350P50,0.0,database
m1661,Fatty Acid (C20:0),fa20n,,C20H39O2,-1.0,database
m1662,Phosphatidylethanolamine,pe_cho,,C5H12NO4PRCO2R2CO2,0.0,database
m1663,1-Stearoylglycerophosphoethanolamine,peste_hs,,C23H48NO7P,0.0,database
m1664,Sn-Glycero-3-phosphoethanolamine,g3pe,,C5H14NO6P,0.0,database
m1665,Phosphatidylserine,ps_cho,,C6H11NO6PRCO2R2CO2,-1.0,database
m1666,Glycerophosphoserine,g3ps,,C6H13NO8P,-1.0,database
m1667,2-acyl-sn-glycero-3-phosphoserine,agps23,,C22H43NO9P,,database
m1668,1-Stearoylglycerophosphoinositol,pailste_hs,,C27H52O12P,-1.0,database
m1669,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",,,,,unmatched
m1670,diglyceride,,,,,unmatched
m1671,1D myo Inositol 1 4 5 trisphosphate ,mi145tp__D,,C6H15O15P3,0.0,database
m1672,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",,,,,unmatched
m1673,diglyceride,,,,,unmatched
m1674,diglyceride,,,,,unmatched
m1675,phosphatidate,,,,,unmatched
m1676,1-phosphatidyl-1D-myo-inositol 3-phosphate,,,,,unmatched
m1677,1-phosphatidyl-1D-myo-inositol 3-phosphate,,,,,unmatched
m1678,1-phosphatidyl-1D-myo-inositol 3-phosphate,,,,,unmatched
m1679,1-phosphatidyl-1D-myo-inositol,,,,,unmatched
m1680,1-phosphatidyl-1D-myo-inositol 4-phosphate,,,,,unmatched
m1681,1-phosphatidyl-1D-myo-inositol 4-phosphate,,,,,unmatched
m1682,1-phosphatidyl-1D-myo-inositol 4-phosphate,,,,,unmatched
m1683,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate",,,,,unmatched
m1684,"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate",,,,,unmatched
m1685,1-alkyl 2-acylglycerol 3-phosphate,ak2gp_cho,,C5H9O6PRR2CO,-2.0,database
m1686,phosphatidate,,,,,unmatched
m1687,1-alkyl 2-acylglycerol 3-phosphate,ak2gp_cho,,C5H9O6PRR2CO,-2.0,database
m1688,phosphatidate,,,,,unmatched
m1689,1-acyl-sn-glycerol 3-phosphate,,,,,unmatched
m1690,Diglyceride,dag_cho,,C3H6ORCO2R2CO2,0.0,database
m1691,1-acyl-sn-glycerol 3-phosphate,,,,,unmatched
m1692,Diglyceride,dag_cho,,C3H6ORCO2R2CO2,0.0,database
m1693,1-acyl-sn-glycerol 3-phosphate,,,,,unmatched
m1694,Diglyceride,dag_cho,,C3H6ORCO2R2CO2,0.0,database
m1695,Diglyceride,dag_cho,,C3H6ORCO2R2CO2,0.0,database
m1696,diglyceride,,,,,unmatched
m1697,Diglyceride,dag_cho,,C3H6ORCO2R2CO2,0.0,database
m1698,Fatty Acid (C20:0),fa20n,,C20H39O2,-1.0,database
m1699,1-Stearoylglycerophosphoethanolamine,peste_hs,,C23H48NO7P,0.0,database
m1700,Phosphatidylethanolamine,pe_cho,,C5H12NO4PRCO2R2CO2,0.0,database
m1701,Phosphatidylcholine,pchol_cho,,C8H18NO4PRCO2R2CO2,0.0,database
m1702,Acyl-glycerophosphocholine,agpc_EC,,C1243H2524N50O350P50,0.0,database
m1703,diglyceride,,,,,unmatched
m1704,diglyceride,,,,,unmatched
m1705,phosphatidate,,,,,unmatched
m1706,1-phosphatidyl-1D-myo-inositol,,,,,unmatched
m1707,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1708,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1709,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1710,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1711,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1712,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1713,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1714,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1715,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1716,CDP-Inositol,cdp_inost,,C15H23O16N3P2,,database
m1717,phosphatidyl-N-methylethanolamine,,,,,unmatched
m1718,1-phosphatidyl-1D-myo-inositol 4-phosphate,,,,,unmatched
m1719,Phosphatidyl-N-Dimethylethanolamine,M02758,,C9H15NO8PR2,-1.0,database
m1720,nicotinate D-ribonucleoside,,,,,unmatched
m1721,pantetheine,,,,,unmatched
m1722,N-Pantothenoylcysteine,ptcys,,C12H21N2O6S,,database
m1723,UDP-D-glucuronate,,,,,unmatched
m1724,D-gluconate,,,,,unmatched
m1725,Udp-ribose,udprib,,C14H20N2O17P2,-2.0,database
m1726,Torasemide-M3,protein,,,0.0,database
m1727,Lipids c,lipids,,,,database
m1731,Alpha-Linolenoyl-CoA,lnlncacoa,,C39H60N7O17P3S,-4.0,database
m1735,Alpha-Linolenoyl-CoA,lnlncacoa,,C39H60N7O17P3S,-4.0,database
m1736,Octanoyl-CoA,octcoa,,C29H50N7O17P3S,,database
m1737,Decanoyl-CoA,deccoa,,C31H50N7O17P3S,,database
m1738,Lactoyl-CoA,laccoa,,C24H36N7O18P3S,-4.0,database
m1739,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1741,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1742,Stearoyl-CoA,srcoa,,C39H67N7O17P3S,,database
m1743,Alpha-Linolenoyl-CoA,lnlncacoa,,C39H60N7O17P3S,-4.0,database
m1749,G-linolenoilACP,octe_6_9_12_ACP,,C29H49N2O8PRS,-1.0,database
m1753,Urate C5H4N4O3,urate,,C5H4N4O3,0.0,database
m1754,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1756,G-linolenoilACP,octe_6_9_12_ACP,,C29H49N2O8PRS,-1.0,database
m1761,G-linolenoilACP,octe_6_9_12_ACP,,C29H49N2O8PRS,-1.0,database
m1765,Urate C5H4N4O3,urate,,C5H4N4O3,0.0,database
m1766,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1768,Retinyl Palmitate,M02837,,C36H58O3,0.0,database
m1770,Stearoyllipoteichoic acid n=24  linked  N-acetyl-D-glucosamine,stear24s,,C18H36O2,-24.0,database
m1771,Maleate,male,,C4H2O4,-2.0,database
m1772,G-linolenoilACP,octe_6_9_12_ACP,,C29H49N2O8PRS,-1.0,database
m1777,Urate C5H4N4O3,urate,,C5H4N4O3,0.0,database
m1778,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1781,Maleate,male,,C4H2O4,-2.0,database
m1782,G-linolenoilACP,octe_6_9_12_ACP,,C29H49N2O8PRS,-1.0,database
m1785,2 Decanone,d2one,,C10H20O,0.0,database
m1786,2 Decanone,d2one,,C10H20O,0.0,database
m1787,Heptadecane,hpdcn,,C17H36,0.0,database
m1788,Heptadecane,hpdcn,,C17H36,0.0,database
m1789,4 Decanone,d4one,,C10H20O,0.0,database
m1790,Decanal C10H20O,dcal,,C10H20O,0.0,database
m1791,Dodecanedioic Acid,dodecanac,,C12H20O4,-2.0,database
m1792,Dodecanedioic Acid,dodecanac,,C12H20O4,-2.0,database
m1793,Dodecanedioic Acid,dodecanac,,C12H20O4,-2.0,database
m1794,Hexadecanoyl-CoA,hexdcoa,,C37H63N7O18P3S,,database
m1795,Hexadecanal C16H32O,hxdcal,,C16H32O,0.0,database
m1796,G-linolenoilACP,octe_6_9_12_ACP,,C29H49N2O8PRS,-1.0,database
m1797,Alpha-Linolenoyl-CoA,lnlncacoa,,C39H60N7O17P3S,-4.0,database
m1798,Alpha-Linolenoyl-CoA,lnlncacoa,,C39H60N7O17P3S,-4.0,database
m1799,G-linolenoilACP,octe_6_9_12_ACP,,C29H49N2O8PRS,-1.0,database
m1801,G-linolenoilACP,octe_6_9_12_ACP,,C29H49N2O8PRS,-1.0,database
m1802,Dodecanedioic Acid,dodecanac,,C12H20O4,-2.0,database
m1803,Isocitrate,icit,,C6H5O7,-3.0,database
m1804,D-Mannitol,mnl,,C6H14O6,0.0,database
m1805,Deoxyinosine,din,,C10H12N4O4,0.0,database
m1806,Isobutyrate,ibt,,C4H7O2,-1.0,database
m1807,Tryptophanyl-Glutamyl-Tyrosine,trpglutyr,,C25H27N4O7,-1.0,database
m1808,DIDP; 2'-deoxyinosine-5'-diphosphate(3-),didp,,C10H14N4O10P2,0.0,database
m1809,5-Oxoproline,5oxpro,,C5H6NO3,-1.0,database
m1810,D-Glucosamine,gam,,C6H14NO5,1.0,database
m1811,D-Serine,ser__D,,C3H7NO3,0.0,database
m1812,Acetoacetate,acac,,C4H5O3,-1.0,database
m1813,Cellobiose,cellb,,C12H22O11,0.0,database
m1814,Dehydroglycine,dhgly,,C2H2NO2,-1.0,database
m1815,Hydroxypyruvate,hpyr,,C3H3O4,-1.0,database
m1816,5-Hydroxyisourate,5hiu,,C5H3N4O4,-1.0,database
m1817,Hydroxide ion HO,oh1,,HO,-1.0,database
m1818,Urate C5H4N4O3,urate,,C5H4N4O3,0.0,database
m1819,4 Fumarylacetoacetate C8H6O6,4fumacac,,C8H6O6,-2.0,database
m1820,4 Maleylacetoacetate C8H6O6,4mlacac,,C8H6O6,-2.0,database
m1821,Acetoacetate,acac,,C4H5O3,-1.0,database
m1822,Homogentisate C8H7O4,hgentis,,C8H7O4,0.0,database
m1823,D-Arabitol,abt__D,,C5H12O5,0.0,database
m1824,D-Mannitol,mnl,,C6H14O6,0.0,database
m1825,L-Erythrulose,eryth,,C4H8O4,0.0,database
m1826,L-Erythrulose,eryth,,C4H8O4,0.0,database
m1827,D-erythrose,erthrs,,C4H8O4,0.0,database
m1828,2-Methylbutanoyl-CoA,2mbcoa,,C26H40N7O17P3S,0.0,database
m1829,2-Methylprop-2-enoyl-CoA,2mp2coa,,C25H36N7O17P3S,-4.0,database
m1830,2-methylbutanoyl-CoA,m2bcoa,,C26H44N7O17P3S,0.0,database
m1831,3-Methylglutaconyl-CoA,3mgcoa,,C27H37N7O19P3S,-5.0,database
m1832,3-Methylglutaconyl-CoA,3mgcoa,,C27H37N7O19P3S,-5.0,database
m1833,Glutaryl-CoA,gcoa,,C26H42N7O19P3S,0.0,database
m1834,Crotonoyl-CoA,b2coa,,C25H36N7O17P3S,-4.0,database
m1835,(S)-3-Hydroxybutanoyl-CoA,3hbcoa,,C25H38N7O18P3S,-4.0,database
m1836,D-Arabitol,abt__D,,C5H12O5,0.0,database
m1837,2-Deoxy-D-ribose 5-phosphate,2dr5p,,C5H9O7P,-2.0,database
m1838,Palatinose C12H22O11,pala,,C12H22O11,0.0,database
m1841,Salicin,rbl_B,,,0.0,database
m1842,Salicin 6-phosphate,salcn6p,,C13H19O10P,0.0,database
m1843,Benzyl alcohol,bzalc,,C7H8O,0.0,database
m1844,5-Aminopentanoate,5aptn,,C5H11NO2,0.0,database
m1845,5-Aminopentanoate,5aptn,,C5H11NO2,0.0,database
m1846,5-Oxopentanoate,oxptn,,C5H7O3,0.0,database
m1847,D-Glucosamine,gam,,C6H14NO5,1.0,database
m1848,(R)-3-Hydroxybutanoate,bhb,,C4H7O3,0.0,database
m1849,(R)-3-Hydroxybutanoate,bhb,,C4H7O3,0.0,database
m1851,2-Deoxy-5-keto-D-gluconic acid,d5kg,,C6H9O6,-1.0,database
m1852,2-Deoxy-5-keto-D-gluconic acid,d5kg,,C6H9O6,-1.0,database
m1853,Malonate,malon,,,,database
m1854,Malonate,malon,,,,database
m1855,(R)-Methylmalonyl-CoA,mmcoa__R,,C25H35N7O19P3S,0.0,database
m1856,Oxalate,oxa,,C2O4,-2.0,database
m1857,Oxalate,oxa,,C2O4,-2.0,database
m1858,D-Gluconate,glcn,,C6H11O7,-1.0,database
m1860,Glycine,gly,,C2H5NO2,0.0,database
m1861,Glycine,gly,,C2H5NO2,0.0,database
m1862,Glycine,gly,,C2H5NO2,0.0,database
m1863,Glycine,gly,,C2H5NO2,0.0,database
m1864,Gly pro L C7H12N2O3,gly_pro__L,,C7H12N2O3,0.0,database
m1865,Gly pro L C7H12N2O3,gly_pro__L,,C7H12N2O3,0.0,database
m1866,Gly pro L C7H12N2O3,gly_pro__L,,C7H12N2O3,0.0,database
m1867,L-Proline,pro__L,,C5H9NO2,0.0,database
m1868,2-Oxobutanoate,2obut,,C4H5O3,-1.0,database
m1869,Gly asp L C6H9N2O5,gly_asp__L,,C6H9N2O5,-1.0,database
m1870,Gly asp L C6H9N2O5,gly_asp__L,,C6H9N2O5,-1.0,database
m1871,Gly asp L C6H9N2O5,gly_asp__L,,C6H9N2O5,-1.0,database
m1873,Propanoate,prpnte,,C3H5O2,-1.0,database
m1874,Propanoate,prpnte,,C3H5O2,-1.0,database
m1875,3 Phenyl propionyl CoA Phe C30 CoA,phppcoa,,C30H40N7O17P3S,-4.0,database
m1876,Ala-Gln,ala_gln,,,0.0,database
m1877,Ala-Gln,ala_gln,,,0.0,database
m1878,Ala-Gln,ala_gln,,,0.0,database
m1879,L-Alanine,ala__L,,C3H7NO2,0.0,database
m1880,Dihydroxyacetone,dha,,C3H6O3,0.0,database
m1881,Dihydroxyacetone,dha,,C3H6O3,0.0,database
m1882,N-Acetyl-D-glucosamine,acgam,,C8H15NO6,0.0,database
m1883,N-Acetyl-D-glucosamine,acgam,,C8H15NO6,0.0,database
m1884,D-Arabinose 5-phosphate,ara5p,,C5H9O8P,-2.0,database
m1885,Fatty Acid (C20:0),fa20n,,C20H39O2,-1.0,database
m1886,1D-myo-Inositol 1-phosphate,mi1p__D,,C6H11O9P,0.0,database
m1887,L-Histidine,his__L,,C6H9N3O2,0.0,database
m1888,L-Lysine,lys__L,,C6H15N2O2,0.0,database
m1889,D-Galactose,gal,,C6H12O6,0.0,database
m1890,(S)-Glycerate,glyc__S,,C3H5O4,0.0,database
m1891,"D-Glucono-1,5-lactone",15gl,,,0.0,database
m1892,Magnesium,mg2,,Mg,2.0,database
m1893,Magnesium,mg2,,Mg,2.0,database
m1894,Phosphatidylcholine,pchol_cho,,C8H18NO4PRCO2R2CO2,0.0,database
m1895,3-Indoleacetonitrile,ian,,,0.0,database
m1896,3-Indoleacetonitrile,ian,,,0.0,database
m1897,GP1c alpha,gp1calpha_cho,,C99H159N7O62RCO,-5.0,database
m1898,GP1c alpha,gp1calpha_cho,,C99H159N7O62RCO,-5.0,database
m1899,Gamma Amino gamma cyanobutanoate C5H8N2O2,acybut,,C5H8N2O2,0.0,database
m1900,Gamma Amino gamma cyanobutanoate C5H8N2O2,acybut,,C5H8N2O2,0.0,database
m1901,Decanoyl-CoA,deccoa,,C31H50N7O17P3S,,database
m1902,Dodecanoyl-[acp],dodecacp,,C12H23OSR,,database
m1903,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1904,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),tdeACP,,C25H45N2O8PRS,0.0,database
m1905,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1906,Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),hdeACP,,C27H49N2O8PRS,0.0,database
m1907,Octadecanoyl-CoA,octdcoa,,C39H68N7O19P3S,,database
m1908,Cis Octadec 2 enoyl acyl carrier protein,2cocdacp,,C18H32OX,0.0,database
m1909,Octadecanoyl-CoA,octdcoa,,C39H68N7O19P3S,,database
m1910,Decanoyl-CoA,deccoa,,C31H50N7O17P3S,,database
m1911,Dodecanoyl-[acp],dodecacp,,C12H23OSR,,database
m1912,Myristoyl-CoA,myrstcoa,,C35H62N7O17P3S,,database
m1913,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),tdeACP,,C25H45N2O8PRS,0.0,database
m1914,Palmitoyl-CoA,palmcoa,,C37H66N7O17P3S,-3.0,database
m1915,Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),hdeACP,,C27H49N2O8PRS,0.0,database
m1916,Octadecanoyl-CoA,octdcoa,,C39H68N7O19P3S,,database
m1917,Cis Octadec 2 enoyl acyl carrier protein,2cocdacp,,C18H32OX,0.0,database
m1918,Octadecanoyl-CoA,octdcoa,,C39H68N7O19P3S,,database
m1919,Octanoyl-CoA,octcoa,,C29H50N7O17P3S,,database
m1920,Acyl carrier protein,ACP,,C384H603N96O142P1S3,0.0,database
m1921,Myristoyl-[acp],myrstacp,,C14H27OSR,,database
m1922,Octadecadienoate  n C182  C18H31O2,ocdcya,,C18H31O2,-1.0,database
m1923,2-Octaprenyl-6-hydroxyphenol (5 repeating units),2ohph_5,,C36H54O2,,database
m1924,2-Octaprenyl-6-methoxyphenol (5 repeating units),2omph_5,,C37H56O2,,database
m1925,S-Adenosyl-L-methionine,amet,,C15H23N6O5S,1.0,database
m1926,S-Adenosyl-L-homocysteine,ahcys,,C14H20N6O5S,0.0,database
m1927,2-Octaprenyl-6-hydroxyphenol (5 repeating units),2ohph_5,,C36H54O2,,database
m1928,2-Octaprenylphenol (5 repeating units),2oph_5,,C36H54O,,database
m1929,3 Hexaprenyl 4 hydroxybenzoate C37H53O3,3ophb_5,,C37H53O3,-1.0,database
m1930,All-trans-Octaprenyl diphosphate (5 repeating units),octdp_5,,C30H49O7P2,,database
m1931,Deoxyadenosine,dad_2,,C10H13N5O3,0.0,database
m1932,Phenylacetic acid,pac,,C8H7O2,0.0,database
m1933,Indole 3 acetamide C10H10N2O,iad,,C10H10N2O,0.0,database
m1934,Omega hydroxy dodecanoate (n-C12:0),whddca,,C12H23O3,-1.0,database
m1935,Omega hydroxy dodecanoate (n-C12:0),whddca,,C12H23O3,-1.0,database
m1936,Methyl decanoate,methdca,,C11H22O2,0.0,database
m1937,Methyl decanoate,methdca,,C11H22O2,0.0,database
m1938,Omega hydroxy dodecanoate (n-C12:0),whddca,,C12H23O3,-1.0,database
m1939,Omega hydroxy dodecanoate (n-C12:0),whddca,,C12H23O3,-1.0,database
m1940,Dodecanedioic Acid,dodecanac,,C12H20O4,-2.0,database
m1941,Dodecanedioic Acid,dodecanac,,C12H20O4,-2.0,database
m1942,Omega hydroxy hexadecanoate (n-C16:0),whhdca,,C16H30O3,-1.0,database
m1943,Omega hydroxy hexadecanoate (n-C16:0),whhdca,,C16H30O3,-1.0,database
m1944,Hexadecanediocacid,hexdiac,,C16H28O4,-2.0,database
m1945,Hexadecanediocacid,hexdiac,,C16H28O4,-2.0,database
m1946,Octanoyl-CoA,octcoa,,C29H50N7O17P3S,,database
m1947,Decanoyl-CoA,deccoa,,C31H50N7O17P3S,,database
m1948,Dodecanoyl-CoA,dodeccoa,,C33H58N7O17P3S,,database
m1949,(S)-Glycerate,glyc__S,,C3H5O4,0.0,database
m1950,3-4-Dihydroxyphenylacetate,34dhpacet,,C8H7O4,-1.0,database
m1951,Homovanillate,homoval,,C9H9O4,-1.0,database
m1952,"3,4-Dihydroxyphenylacetaldehyde",34dhpac,,C8H8O3,0.0,database
m1953,Dopamine,dopa,,C8H12NO2,1.0,database
m1954,"3,4-Dihydroxyphenylethyleneglycol",34dhoxpeg,,C8H10O4,0.0,database
m1955,"3,4-Dihydroxyphenylethyleneglycol",34dhoxpeg,,C8H10O4,0.0,database
m1956,"3,4-Dihydroxymandelate",34dhoxmand,,C8H7O5,-1.0,database
m1957,3-Methoxy-4-hydroxymandelate,3mox4hoxm,,C9H9O5,-1.0,database
m1958,"3,4-Dihydroxymandelaldehyde",34dhmald,,C8H8O4,0.0,database
m1959,"3,4-Dihydroxyphenylethyleneglycol",34dhoxpeg,,C8H10O4,0.0,database
m1960,Dolichyl phosphate D mannose C21H38O9P,dolmanp,,C21H38O9P,-1.0,database
m1961,GDP-D-mannose,gdpmann,,C16H23N5O16P2,-2.0,database
m1962,GDP C10H12N5O11P2,gdp,,C10H12N5O11P2,-3.0,database
m1963,N-Acetyl-D-glucosamine 1-phosphate,acgam1p,,C8H14NO9P,-2.0,database
m1964,UDP-N-acetyl-D-glucosamine,uacgam,,C17H25N3O17P2,-2.0,database
