patch_id,status,operation,target_id,value,evidence_url,rationale,expected_gene_id,baseline_growth,post_patch_growth,baseline_recall,post_patch_recall,schema_version,case_id,evidence_path,approved_by,approved_at,target_fingerprint
EG-GPR-001,accepted,partition_cpa_ura2,R159,R190,https://www.uniprot.org/uniprotkb/Q6C6H5/entry,"URA2 is a multifunctional pyrimidine CPS/ATCase that channels carbamoyl phosphate internally, whereas CPA1 and CPA2 form the arginine-specific heterodimer. The patch separates those functional pools without adding unsupported transport reactions.",YALI1C33005g,1.8504262730013947,1.8504262730013945,0.18012422360248448,0.18012422360248448,1,EGC-legacy-cpa-ura2,data/essentiality/evidence/EGC-legacy-cpa-ura2.json,legacy_human,2026-07-13T00:00:00-07:00,legacy-not-recorded
